DATE,TIME,OPEN,HIGH,LOW,CLOSE,CHANGE,GAIN,LOSS,AVG+AF8-GAIN,AVG+AF8-LOSS,RS,RSI+AF8-14
20200109,13:26:00,1490.525,1490.525,1489.725,1489.8,+AC0-0.73,0.00,0.73,0.40,0.19,2.04,67.14
20200109,13:27:00,1489.8,1490.85,1489.75,1490.075,0.28,0.28,0.00,0.39,0.18,2.15,68.27
20200109,13:28:00,1490.075,1490.075,1489.225,1489.75,+AC0-0.33,0.00,0.33,0.36,0.19,1.89,65.40
20200109,13:29:00,1489.75,1489.75,1489.05,1489.175,+AC0-0.58,0.00,0.58,0.34,0.22,1.54,60.56
20200109,13:30:00,1489.175,1489.975,1489.175,1489.725,0.55,0.55,0.00,0.35,0.20,1.73,63.36
20200109,13:31:00,1489.725,1489.975,1489.3,1489.3,+AC0-0.42,0.00,0.42,0.33,0.22,1.49,59.82
20200109,13:32:00,1489.3,1489.725,1487.4,1487.55,+AC0-1.75,0.00,1.75,0.30,0.33,0.92,47.97
20200109,13:33:00,1487.55,1488.45,1487.475,1487.9,0.35,0.35,0.00,0.31,0.30,1.00,50.10
20200109,13:34:00,1487.9,1488.475,1487.4,1487.525,+AC0-0.38,0.00,0.38,0.28,0.31,0.92,47.84
20200109,13:35:00,1487.525,1487.525,1484.675,1484.675,+AC0-2.85,0.00,2.85,0.26,0.49,0.54,34.94
20200109,13:36:00,1484.675,1485.725,1484.675,1485.225,0.55,0.55,0.00,0.28,0.46,0.62,38.39
20200109,13:37:00,1485.225,1485.225,1484.9,1485.225,0.00,0.00,0.00,0.26,0.42,0.62,38.39
20200109,13:38:00,1485.225,1485.275,1484.275,1484.375,+AC0-0.85,0.00,0.85,0.25,0.45,0.54,35.06
20200109,13:39:00,1484.375,1484.425,1483.675,1483.675,+AC0-0.70,0.00,0.70,0.23,0.47,0.48,32.55
20200109,13:40:00,1483.675,1483.725,1481.35,1481.575,+AC0-2.10,0.00,2.10,0.21,0.59,0.36,26.44
20200109,13:41:00,1481.575,1483.275,1481.55,1482.475,0.90,0.90,0.00,0.26,0.55,0.48,32.31
20200109,13:42:00,1482.475,1482.675,1481.725,1482.05,+AC0-0.42,0.00,0.42,0.24,0.54,0.45,31.05
20200109,13:43:00,1482.05,1482.175,1481.025,1481.3,+AC0-0.75,0.00,0.75,0.22,0.55,0.41,28.91
20200109,13:44:00,1481.3,1481.625,1480.775,1480.95,+AC0-0.35,0.00,0.35,0.21,0.54,0.39,27.94
20200109,13:45:00,1480.95,1481.275,1480.55,1480.825,+AC0-0.13,0.00,0.13,0.19,0.51,0.38,27.58
20200109,13:46:00,1480.825,1481.275,1480.8,1480.925,0.10,0.10,0.00,0.19,0.47,0.40,28.37
20200109,13:47:00,1480.925,1480.925,1480.25,1480.25,+AC0-0.67,0.00,0.67,0.17,0.49,0.36,26.30
20200109,13:48:00,1480.25,1480.25,1476.925,1477.975,+AC0-2.28,0.00,2.28,0.16,0.61,0.26,20.79
20200109,13:49:00,1477.975,1479.325,1477.975,1479.325,1.35,1.35,0.00,0.25,0.57,0.43,30.14
20200109,13:50:00,1479.325,1480.875,1479.325,1480.875,1.55,1.55,0.00,0.34,0.53,0.64,39.04
20200109,13:51:00,1480.875,1481.15,1477.425,1477.425,+AC0-3.45,0.00,3.45,0.32,0.74,0.43,29.91
20200109,13:52:00,1477.425,1478.45,1475.575,1475.675,+AC0-1.75,0.00,1.75,0.29,0.81,0.36,26.52
20200109,13:53:00,1475.675,1477.475,1475.6,1477.475,1.80,1.80,0.00,0.40,0.75,0.53,34.71
20200109,13:54:00,1477.475,1477.65,1476.825,1477.2,+AC0-0.27,0.00,0.27,0.37,0.72,0.52,34.09
20200109,13:55:00,1477.2,1477.2,1476.225,1476.9,+AC0-0.30,0.00,0.30,0.35,0.69,0.50,33.38
20200109,13:56:00,1476.9,1477.2,1475.675,1476,+AC0-0.90,0.00,0.90,0.32,0.70,0.46,31.29
20200109,13:57:00,1476,1476.825,1475.1,1476.675,0.67,0.67,0.00,0.35,0.65,0.53,34.60
20200109,13:58:00,1476.675,1476.825,1476.075,1476.375,+AC0-0.30,0.00,0.30,0.32,0.63,0.51,33.82
20200109,13:59:00,1476.375,1476.65,1476.025,1476.65,0.28,0.28,0.00,0.32,0.58,0.54,35.26
20200109,14:00:00,1476.65,1477.625,1476.575,1476.75,0.10,0.10,0.00,0.30,0.54,0.56,35.81
20200109,14:01:00,1476.75,1477.375,1476.075,1476.2,+AC0-0.55,0.00,0.55,0.28,0.54,0.52,34.10
20200109,14:02:00,1476.2,1477.55,1476.2,1476.775,0.58,0.58,0.00,0.30,0.50,0.60,37.46
20200109,14:03:00,1476.775,1477.425,1475.925,1475.95,+AC0-0.83,0.00,0.83,0.28,0.53,0.53,34.73
20200109,14:04:00,1475.95,1477.85,1475.675,1476.625,0.67,0.67,0.00,0.31,0.49,0.63,38.67
20200109,14:05:00,1476.625,1478.5,1476.625,1478.15,1.53,1.53,0.00,0.40,0.45,0.87,46.54
20200109,14:06:00,1478.15,1478.525,1477.5,1478.525,0.38,0.38,0.00,0.39,0.42,0.93,48.30
20200109,14:07:00,1478.525,1478.85,1478.5,1478.7,0.17,0.17,0.00,0.38,0.39,0.97,49.14
20200109,14:08:00,1478.7,1478.825,1478.125,1478.35,+AC0-0.35,0.00,0.35,0.35,0.39,0.90,47.47
20200109,14:09:00,1478.35,1479.9,1478.1,1479.9,1.55,1.55,0.00,0.44,0.36,1.21,54.77
20200109,14:10:00,1479.9,1479.9,1479.05,1479.8,+AC0-0.10,0.00,0.10,0.41,0.34,1.19,54.24
20200109,14:11:00,1479.8,1479.925,1479.575,1479.575,+AC0-0.22,0.00,0.22,0.38,0.33,1.13,53.02
20200109,14:12:00,1479.575,1479.6,1479.1,1479.4,+AC0-0.17,0.00,0.17,0.35,0.32,1.08,52.03
20200109,14:13:00,1479.4,1479.85,1479.4,1479.7,0.30,0.30,0.00,0.35,0.30,1.16,53.62
20200109,14:14:00,1479.7,1479.775,1479.35,1479.35,+AC0-0.35,0.00,0.35,0.32,0.30,1.06,51.48
20200109,14:15:00,1479.35,1480.025,1478.625,1479.775,0.43,0.43,0.00,0.33,0.28,1.17,53.89
20200109,14:16:00,1479.775,1480.4,1479.7,1480.075,0.30,0.30,0.00,0.33,0.26,1.25,55.57
20200109,14:17:00,1480.075,1480.075,1479.65,1479.725,+AC0-0.35,0.00,0.35,0.30,0.27,1.13,53.14
20200109,14:18:00,1479.725,1479.825,1479.7,1479.725,0.00,0.00,0.00,0.28,0.25,1.13,53.14
20200109,14:19:00,1479.725,1480.175,1479.625,1480.175,0.45,0.45,0.00,0.29,0.23,1.27,56.01
20200109,14:20:00,1480.175,1480.525,1479.7,1479.7,+AC0-0.47,0.00,0.47,0.27,0.25,1.10,52.36
20200109,14:21:00,1479.7,1479.925,1478.45,1478.575,+AC0-1.13,0.00,1.13,0.25,0.31,0.81,44.90
20200109,14:22:00,1478.575,1478.925,1477.65,1477.675,+AC0-0.90,0.00,0.90,0.24,0.35,0.67,39.99
20200109,14:23:00,1477.675,1479.2,1477.675,1478.7,1.03,1.03,0.00,0.29,0.33,0.89,47.09
20200109,14:24:00,1478.7,1479.375,1478.025,1478.05,+AC0-0.65,0.00,0.65,0.27,0.35,0.77,43.57
20200109,14:25:00,1478.05,1479.45,1478.05,1479.05,1.00,1.00,0.00,0.32,0.33,0.99,49.79
20200109,14:26:00,1479.05,1479.725,1479.05,1479.7,0.65,0.65,0.00,0.35,0.30,1.14,53.38
20200109,14:27:00,1479.7,1479.925,1479.525,1479.525,+AC0-0.17,0.00,0.17,0.32,0.29,1.10,52.29
20200109,14:28:00,1479.525,1480.225,1479.525,1480.225,0.70,0.70,0.00,0.35,0.27,1.28,56.14
20200109,14:29:00,1480.225,1480.45,1480,1480.3,0.08,0.08,0.00,0.33,0.25,1.30,56.54
20200109,14:30:00,1480.3,1480.525,1480.2,1480.525,0.23,0.23,0.00,0.32,0.23,1.37,57.80
20200109,14:31:00,1480.525,1481.425,1480.275,1481.025,0.50,0.50,0.00,0.33,0.22,1.53,60.52
20200109,14:32:00,1481.025,1481.4,1480.75,1481.15,0.13,0.13,0.00,0.32,0.20,1.58,61.20
20200109,14:33:00,1481.15,1481.475,1480.475,1480.5,+AC0-0.65,0.00,0.65,0.30,0.23,1.26,55.85
20200109,14:34:00,1480.5,1480.5,1478.725,1479.85,+AC0-0.65,0.00,0.65,0.28,0.26,1.04,51.04
20200109,14:35:00,1479.85,1479.875,1479.15,1479.15,+AC0-0.70,0.00,0.70,0.26,0.30,0.87,46.41
20200109,14:36:00,1479.15,1479.825,1479.15,1479.75,0.60,0.60,0.00,0.28,0.27,1.02,50.55
20200109,14:37:00,1479.75,1480.2,1479.7,1480.175,0.42,0.42,0.00,0.29,0.25,1.14,53.31
20200109,14:38:00,1480.175,1481.475,1480.175,1481.175,1.00,1.00,0.00,0.34,0.24,1.44,59.08
20200109,14:39:00,1481.175,1481.825,1481.075,1481.075,+AC0-0.10,0.00,0.10,0.32,0.23,1.40,58.30
20200109,14:40:00,1481.075,1482.675,1481.075,1482.675,1.60,1.60,0.00,0.41,0.21,1.94,66.00
20200109,14:41:00,1482.675,1482.95,1482.425,1482.725,0.05,0.05,0.00,0.38,0.20,1.96,66.21
20200109,14:42:00,1482.725,1482.875,1482.325,1482.4,+AC0-0.32,0.00,0.32,0.36,0.20,1.74,63.47
20200109,14:43:00,1482.4,1482.625,1482.35,1482.625,0.22,0.22,0.00,0.35,0.19,1.82,64.56
20200109,14:44:00,1482.625,1483.8,1482.625,1483.375,0.75,0.75,0.00,0.38,0.18,2.13,68.00
20200109,14:45:00,1483.375,1483.425,1482.6,1482.625,+AC0-0.75,0.00,0.75,0.35,0.22,1.60,61.56
20200109,14:46:00,1482.625,1482.75,1482.15,1482.575,+AC0-0.05,0.00,0.05,0.32,0.21,1.57,61.15
20200109,14:47:00,1482.575,1482.6,1482.225,1482.25,+AC0-0.33,0.00,0.33,0.30,0.21,1.40,58.39
20200109,14:48:00,1482.25,1482.575,1482.1,1482.15,+AC0-0.10,0.00,0.10,0.28,0.21,1.35,57.53
20200109,14:49:00,1482.15,1484.625,1482.15,1483.45,1.30,1.30,0.00,0.35,0.19,1.84,64.79
20200109,14:50:00,1483.45,1484.225,1482.75,1482.775,+AC0-0.67,0.00,0.67,0.33,0.23,1.45,59.14
20200109,14:51:00,1482.775,1483.625,1482.65,1482.65,+AC0-0.13,0.00,0.13,0.30,0.22,1.39,58.13
20200109,14:52:00,1482.65,1484.15,1482.65,1483.45,0.80,0.80,0.00,0.34,0.20,1.67,62.54
20200109,14:53:00,1483.45,1484.475,1483.4,1483.875,0.42,0.42,0.00,0.34,0.19,1.83,64.67
20200109,14:54:00,1483.875,1484.15,1483.425,1483.75,+AC0-0.13,0.00,0.13,0.32,0.18,1.74,63.53
20200109,14:55:00,1483.75,1483.75,1483.7,1483.75,0.00,0.00,0.00,0.30,0.17,1.74,63.53
20200109,14:56:00,1483.75,1483.85,1483,1483.05,+AC0-0.70,0.00,0.70,0.28,0.21,1.32,56.98
20200109,14:57:00,1483.05,1483.975,1482.975,1483.725,0.67,0.67,0.00,0.30,0.19,1.57,61.14
20200109,14:58:00,1483.725,1484.575,1483.725,1484.375,0.65,0.65,0.00,0.33,0.18,1.83,64.68
20200109,14:59:00,1484.375,1484.475,1483.85,1484.225,+AC0-0.15,0.00,0.15,0.31,0.18,1.72,63.25
20200109,15:00:00,1484.225,1485.675,1484.225,1485.65,1.43,1.43,0.00,0.39,0.17,2.34,70.04
20200109,15:01:00,1485.65,1486.325,1485.65,1485.725,0.07,0.07,0.00,0.36,0.15,2.37,70.35
20200109,15:02:00,1485.725,1487.075,1485.7,1486.55,0.83,0.83,0.00,0.40,0.14,2.79,73.59
20200109,15:03:00,1486.55,1487.25,1486.55,1487.25,0.70,0.70,0.00,0.42,0.13,3.17,75.99
20200109,15:04:00,1487.25,1488.15,1486.675,1486.675,+AC0-0.58,0.00,0.58,0.39,0.16,2.37,70.34
20200109,15:05:00,1486.675,1487.475,1486.675,1486.85,0.17,0.17,0.00,0.37,0.15,2.45,71.05
20200109,15:06:00,1486.85,1487.375,1486.7,1486.7,+AC0-0.15,0.00,0.15,0.35,0.15,2.28,69.52
20200109,15:07:00,1486.7,1486.725,1486.225,1486.425,+AC0-0.28,0.00,0.28,0.32,0.16,2.00,66.69
20200109,15:08:00,1486.425,1486.45,1485.725,1485.725,+AC0-0.70,0.00,0.70,0.30,0.20,1.50,59.99
20200109,15:09:00,1485.725,1485.85,1485.35,1485.35,+AC0-0.38,0.00,0.38,0.28,0.21,1.31,56.71
20200109,15:10:00,1485.35,1485.775,1485.175,1485.75,0.40,0.40,0.00,0.29,0.20,1.46,59.27
20200109,15:11:00,1485.75,1486.5,1485.7,1485.725,+AC0-0.03,0.00,0.03,0.27,0.18,1.44,59.03
20200109,15:12:00,1485.725,1486.95,1485.725,1486.85,1.13,1.13,0.00,0.33,0.17,1.91,65.64
20200109,15:13:00,1486.85,1486.875,1485.75,1486.125,+AC0-0.72,0.00,0.72,0.30,0.21,1.44,59.03
20200109,15:14:00,1486.125,1486.35,1485.175,1486.35,0.22,0.22,0.00,0.30,0.20,1.52,60.37
20200109,15:15:00,1486.35,1487.4,1486.325,1487.375,1.03,1.03,0.00,0.35,0.18,1.93,65.82
20200109,15:16:00,1487.375,1488.325,1486.825,1487.775,0.40,0.40,0.00,0.35,0.17,2.10,67.69
20200109,15:17:00,1487.775,1488.225,1487.075,1487.675,+AC0-0.10,0.00,0.10,0.33,0.16,2.00,66.71
20200109,15:18:00,1487.675,1488.55,1487.225,1487.225,+AC0-0.45,0.00,0.45,0.30,0.18,1.65,62.33
20200109,15:19:00,1487.225,1488.325,1486.925,1488.25,1.03,1.03,0.00,0.36,0.17,2.08,67.56
20200109,15:20:00,1488.25,1488.575,1486.8,1486.8,+AC0-1.45,0.00,1.45,0.33,0.26,1.26,55.76
20200109,15:21:00,1486.8,1487.5,1486,1486.475,+AC0-0.33,0.00,0.33,0.31,0.27,1.15,53.51
20200109,15:22:00,1486.475,1486.525,1485.25,1485.55,+AC0-0.92,0.00,0.92,0.29,0.31,0.91,47.61
20200109,15:23:00,1485.55,1486.425,1484.75,1485.525,+AC0-0.02,0.00,0.02,0.26,0.29,0.90,47.46
20200109,15:24:00,1485.525,1485.55,1484.575,1484.6,+AC0-0.93,0.00,0.93,0.25,0.34,0.73,42.09
20200109,15:25:00,1484.6,1484.975,1484.575,1484.975,0.38,0.38,0.00,0.26,0.31,0.81,44.82
20200109,15:26:00,1484.975,1484.975,1484.375,1484.375,+AC0-0.60,0.00,0.60,0.24,0.33,0.71,41.46
20200109,15:27:00,1484.375,1484.6,1482.525,1482.75,+AC0-1.63,0.00,1.63,0.22,0.43,0.52,34.02
20200109,15:28:00,1482.75,1482.775,1481.925,1482.325,+AC0-0.42,0.00,0.42,0.20,0.43,0.48,32.38
20200109,15:29:00,1482.325,1483.65,1482.125,1483.45,1.13,1.13,0.00,0.27,0.40,0.68,40.54
20200110,09:15:00,1495.2,1495.275,1490.45,1491.375,7.92,7.92,0.00,0.82,0.37,2.22,68.95
20200110,09:16:00,1491.375,1493.375,1490.275,1491.25,+AC0-0.13,0.00,0.13,0.76,0.35,2.16,68.39
20200110,09:17:00,1491.25,1492.8,1490.4,1491.35,0.10,0.10,0.00,0.71,0.33,2.19,68.61
20200110,09:18:00,1491.35,1491.75,1489.3,1490.3,+AC0-1.05,0.00,1.05,0.66,0.38,1.75,63.65
20200110,09:19:00,1490.3,1491.35,1490.3,1491.325,1.03,1.03,0.00,0.69,0.35,1.96,66.22
20200110,09:20:00,1491.325,1492.25,1491.025,1491.425,0.10,0.10,0.00,0.64,0.33,1.98,66.47
20200110,09:21:00,1491.425,1494.25,1491.425,1494.25,2.83,2.83,0.00,0.80,0.30,2.65,72.60
20200110,09:22:00,1494.25,1494.75,1493.55,1494.375,0.13,0.13,0.00,0.75,0.28,2.68,72.84
20200110,09:23:00,1494.375,1494.425,1494.075,1494.225,+AC0-0.15,0.00,0.15,0.70,0.27,2.58,72.04
20200110,09:24:00,1494.225,1497.6,1494.025,1497.45,3.23,3.23,0.00,0.88,0.25,3.49,77.73
20200110,09:25:00,1497.45,1497.45,1496.375,1496.525,+AC0-0.92,0.00,0.92,0.82,0.30,2.72,73.13
20200110,09:26:00,1496.525,1497.525,1496.35,1496.45,+AC0-0.08,0.00,0.08,0.76,0.28,2.67,72.75
20200110,09:27:00,1496.45,1496.55,1494.575,1494.575,+AC0-1.88,0.00,1.88,0.70,0.40,1.77,63.91
20200110,09:28:00,1494.575,1495.95,1494.55,1495.35,0.77,0.77,0.00,0.71,0.37,1.92,65.76
20200110,09:29:00,1495.35,1497,1494.55,1497,1.65,1.65,0.00,0.78,0.34,2.26,69.37
20200110,09:30:00,1497,1497.525,1496.075,1496.475,+AC0-0.53,0.00,0.53,0.72,0.36,2.03,66.95
20200110,09:31:00,1496.475,1496.475,1494.55,1494.55,+AC0-1.92,0.00,1.92,0.67,0.47,1.43,58.85
20200110,09:32:00,1494.55,1495.425,1494.2,1495.425,0.88,0.88,0.00,0.68,0.43,1.57,61.15
20200110,09:33:00,1495.425,1495.6,1494.45,1494.55,+AC0-0.88,0.00,0.88,0.64,0.47,1.36,57.68
20200110,09:34:00,1494.55,1494.55,1493.375,1493.525,+AC0-1.02,0.00,1.02,0.59,0.51,1.17,53.83
20200110,09:35:00,1493.525,1494.15,1493.35,1493.35,+AC0-0.18,0.00,0.18,0.55,0.48,1.14,53.17
20200110,09:36:00,1493.35,1493.95,1493.275,1493.95,0.60,0.60,0.00,0.55,0.45,1.23,55.18
20200110,09:37:00,1493.95,1493.95,1490.9,1491.25,+AC0-2.70,0.00,2.70,0.51,0.61,0.84,45.68
20200110,09:38:00,1491.25,1491.3,1490.6,1490.875,+AC0-0.38,0.00,0.38,0.48,0.59,0.80,44.54
20200110,09:39:00,1490.875,1490.875,1487.6,1489.325,+AC0-1.55,0.00,1.55,0.44,0.66,0.67,40.06
20200110,09:40:00,1489.325,1489.675,1488.85,1489.15,+AC0-0.17,0.00,0.17,0.41,0.63,0.66,39.58
20200110,09:41:00,1489.15,1489.375,1488.7,1489.375,0.22,0.22,0.00,0.40,0.58,0.68,40.57
20200110,09:42:00,1489.375,1491.05,1489.375,1490.725,1.35,1.35,0.00,0.46,0.54,0.86,46.28
20200110,09:43:00,1490.725,1491.325,1490.05,1490.575,+AC0-0.15,0.00,0.15,0.43,0.51,0.84,45.75
20200110,09:44:00,1490.575,1492.625,1490.5,1492.6,2.02,2.02,0.00,0.55,0.48,1.15,53.44
20200110,09:45:00,1492.6,1494.35,1492.15,1494.35,1.75,1.75,0.00,0.63,0.44,1.43,58.87
20200110,09:46:00,1494.35,1499.3,1494.35,1498.1,3.75,3.75,0.00,0.85,0.41,2.08,67.58
20200110,09:47:00,1498.1,1502.575,1497.875,1502.575,4.48,4.48,0.00,1.11,0.38,2.93,74.52
20200110,09:48:00,1502.575,1507.2,1501.7,1507.2,4.63,4.63,0.00,1.36,0.35,3.86,79.43
20200110,09:49:00,1507.2,1509.35,1507.2,1508.325,1.13,1.13,0.00,1.35,0.33,4.11,80.41
20200110,09:50:00,1508.325,1509.175,1506.85,1507.8,+AC0-0.53,0.00,0.53,1.25,0.34,3.66,78.52
20200110,09:51:00,1507.8,1512.725,1507.8,1512.475,4.67,4.67,0.00,1.50,0.32,4.71,82.48
20200110,09:52:00,1512.475,1515.575,1512.475,1513.725,1.25,1.25,0.00,1.48,0.29,5.01,83.36
20200110,09:53:00,1513.725,1513.95,1511.65,1512.6,+AC0-1.13,0.00,1.13,1.37,0.35,3.87,79.48
20200110,09:54:00,1512.6,1514.15,1512.25,1513.8,1.20,1.20,0.00,1.36,0.33,4.13,80.52
20200110,09:55:00,1513.8,1514.35,1511.675,1512.45,+AC0-1.35,0.00,1.35,1.26,0.40,3.14,75.86
20200110,09:56:00,1512.45,1512.975,1511.825,1512.375,+AC0-0.08,0.00,0.08,1.17,0.38,3.10,75.59
20200110,09:57:00,1512.375,1512.525,1510.225,1510.75,+AC0-1.63,0.00,1.63,1.09,0.47,2.33,69.96
20200110,09:58:00,1510.75,1511.4,1510.275,1511.25,0.50,0.50,0.00,1.05,0.43,2.41,70.68
20200110,09:59:00,1511.25,1511.275,1509.2,1509.2,+AC0-2.05,0.00,2.05,0.97,0.55,1.77,63.88
20200110,10:00:00,1509.2,1510.025,1508.775,1509.5,0.30,0.30,0.00,0.92,0.51,1.81,64.42
20200110,10:01:00,1509.5,1509.65,1508.875,1508.875,+AC0-0.63,0.00,0.63,0.86,0.52,1.65,62.33
20200110,10:02:00,1508.875,1509.675,1508.875,1509.55,0.67,0.67,0.00,0.84,0.48,1.75,63.70
20200110,10:03:00,1509.55,1510.725,1509.3,1510.7,1.15,1.15,0.00,0.87,0.45,1.94,65.97
20200110,10:04:00,1510.7,1513.775,1510.425,1513.775,3.08,3.08,0.00,1.02,0.42,2.47,71.16
20200110,10:05:00,1513.775,1515.85,1512.125,1513.825,0.05,0.05,0.00,0.95,0.39,2.48,71.24
20200110,10:06:00,1513.825,1518.4,1513.35,1518.325,4.50,4.50,0.00,1.21,0.36,3.37,77.14
20200110,10:07:00,1518.325,1518.75,1515.325,1515.325,+AC0-3.00,0.00,3.00,1.12,0.55,2.05,67.23
20200110,10:08:00,1515.325,1516.525,1515.25,1516.4,1.08,1.08,0.00,1.12,0.51,2.20,68.78
20200110,10:09:00,1516.4,1517.775,1516.4,1517.3,0.90,0.90,0.00,1.10,0.47,2.34,70.06
20200110,10:10:00,1517.3,1517.3,1515.6,1515.6,+AC0-1.70,0.00,1.70,1.02,0.56,1.83,64.68
20200110,10:11:00,1515.6,1515.875,1514.7,1514.75,+AC0-0.85,0.00,0.85,0.95,0.58,1.64,62.12
20200110,10:12:00,1514.75,1514.975,1514.6,1514.6,+AC0-0.15,0.00,0.15,0.88,0.55,1.61,61.65
20200110,10:13:00,1514.6,1516,1514.525,1516,1.40,1.40,0.00,0.92,0.51,1.80,64.33
20200110,10:14:00,1516,1516.325,1514.875,1515.275,+AC0-0.72,0.00,0.72,0.85,0.53,1.63,61.92
20200110,10:15:00,1515.275,1515.375,1514.525,1514.775,+AC0-0.50,0.00,0.50,0.79,0.52,1.52,60.24
20200110,10:16:00,1514.775,1515.5,1514.775,1515.375,0.60,0.60,0.00,0.78,0.49,1.60,61.59
20200110,10:17:00,1515.375,1515.475,1515.1,1515.4,0.03,0.03,0.00,0.73,0.45,1.61,61.64
20200110,10:18:00,1515.4,1515.75,1515.2,1515.675,0.27,0.27,0.00,0.69,0.42,1.65,62.32
20200110,10:19:00,1515.675,1516.725,1515.5,1516,0.33,0.33,0.00,0.67,0.39,1.71,63.15
20200110,10:20:00,1516,1516.55,1515.55,1516.225,0.22,0.22,0.00,0.64,0.36,1.76,63.74
20200110,10:21:00,1516.225,1516.225,1515.725,1516.1,+AC0-0.13,0.00,0.13,0.59,0.34,1.71,63.13
20200110,10:22:00,1516.1,1517.15,1516.1,1516.675,0.58,0.58,0.00,0.59,0.32,1.84,64.80
20200110,10:23:00,1516.675,1516.675,1515.75,1516.375,+AC0-0.30,0.00,0.30,0.55,0.32,1.72,63.20
20200110,10:24:00,1516.375,1516.95,1516.375,1516.925,0.55,0.55,0.00,0.55,0.30,1.85,64.91
20200110,10:25:00,1516.925,1516.975,1516.275,1516.425,+AC0-0.50,0.00,0.50,0.51,0.31,1.64,62.08
20200110,10:26:00,1516.425,1517.2,1516.225,1517.175,0.75,0.75,0.00,0.53,0.29,1.82,64.58
20200110,10:27:00,1517.175,1517.325,1517.1,1517.1,+AC0-0.08,0.00,0.08,0.49,0.27,1.79,64.12
20200110,10:28:00,1517.1,1517.275,1517.1,1517.15,0.05,0.05,0.00,0.46,0.25,1.80,64.30
20200110,10:29:00,1517.15,1517.225,1517.025,1517.2,0.05,0.05,0.00,0.43,0.24,1.82,64.49
20200110,10:30:00,1517.2,1517.775,1517.175,1517.6,0.40,0.40,0.00,0.43,0.22,1.95,66.07
20200110,10:31:00,1517.6,1517.625,1517.025,1517.225,+AC0-0.38,0.00,0.38,0.40,0.23,1.72,63.24
20200110,10:32:00,1517.225,1517.425,1517.075,1517.275,0.05,0.05,0.00,0.37,0.21,1.74,63.46
20200110,10:33:00,1517.275,1517.275,1517.05,1517.25,+AC0-0.03,0.00,0.03,0.34,0.20,1.72,63.25
20200110,10:34:00,1517.25,1519.875,1517.25,1519.75,2.50,2.50,0.00,0.50,0.19,2.68,72.85
20200110,10:35:00,1519.75,1521.3,1519.75,1520.825,1.08,1.08,0.00,0.54,0.17,3.13,75.78
20200110,10:36:00,1520.825,1521.15,1520.425,1521.075,0.25,0.25,0.00,0.52,0.16,3.24,76.42
20200110,10:37:00,1521.075,1521.125,1519.8,1520.575,+AC0-0.50,0.00,0.50,0.48,0.18,2.61,72.32
20200110,10:38:00,1520.575,1521.85,1520.2,1521.6,1.02,1.02,0.00,0.52,0.17,3.04,75.25
20200110,10:39:00,1521.6,1523.15,1521.6,1522.65,1.05,1.05,0.00,0.56,0.16,3.51,77.84
20200110,10:40:00,1522.65,1523,1521.325,1521.525,+AC0-1.13,0.00,1.13,0.52,0.23,2.27,69.46
20200110,10:41:00,1521.525,1522.3,1521.275,1522.1,0.57,0.57,0.00,0.52,0.21,2.47,71.17
20200110,10:42:00,1522.1,1522.225,1521.675,1521.675,+AC0-0.42,0.00,0.42,0.49,0.23,2.14,68.13
20200110,10:43:00,1521.675,1522,1521.1,1521.475,+AC0-0.20,0.00,0.20,0.45,0.22,2.00,66.69
20200110,10:44:00,1521.475,1522.45,1521.475,1522.375,0.90,0.90,0.00,0.48,0.21,2.31,69.79
20200110,10:45:00,1522.375,1524.7,1522.375,1523.375,1.00,1.00,0.00,0.52,0.19,2.68,72.81
20200110,10:46:00,1523.375,1523.375,1521.225,1521.55,+AC0-1.83,0.00,1.83,0.48,0.31,1.55,60.84
20200110,10:47:00,1521.55,1521.85,1521.375,1521.575,0.03,0.03,0.00,0.45,0.29,1.56,60.94
20200110,10:48:00,1521.575,1521.575,1519.65,1519.875,+AC0-1.70,0.00,1.70,0.42,0.39,1.07,51.76
20200110,10:49:00,1519.875,1520.275,1519.55,1519.775,+AC0-0.10,0.00,0.10,0.39,0.37,1.05,51.27
20200110,10:50:00,1519.775,1519.775,1516.85,1517.475,+AC0-2.30,0.00,2.30,0.36,0.51,0.71,41.55
20200110,10:51:00,1517.475,1518.225,1517.025,1517.4,+AC0-0.07,0.00,0.07,0.33,0.48,0.70,41.28
20200110,10:52:00,1517.4,1518.55,1517.1,1517.925,0.52,0.52,0.00,0.35,0.44,0.79,44.07
20200110,10:53:00,1517.925,1519.85,1517.85,1519.85,1.92,1.92,0.00,0.46,0.41,1.12,52.90
20200110,10:54:00,1519.85,1519.875,1519.025,1519.475,+AC0-0.38,0.00,0.38,0.43,0.41,1.05,51.20
20200110,10:55:00,1519.475,1522.05,1519.425,1522.025,2.55,2.55,0.00,0.58,0.38,1.53,60.48
20200110,10:56:00,1522.025,1522.325,1521.375,1521.375,+AC0-0.65,0.00,0.65,0.54,0.40,1.35,57.48
20200110,10:57:00,1521.375,1521.625,1521.025,1521.5,0.13,0.13,0.00,0.51,0.37,1.38,57.91
20200110,10:58:00,1521.5,1521.5,1518.45,1519.275,+AC0-2.22,0.00,2.22,0.47,0.50,0.94,48.47
20200110,10:59:00,1519.275,1519.575,1518.625,1519.325,0.05,0.05,0.00,0.44,0.47,0.95,48.67
20200110,11:00:00,1519.325,1519.6,1518.675,1518.675,+AC0-0.65,0.00,0.65,0.41,0.48,0.86,46.13
