DATE,TIME,OPEN,HIGH,LOW,CLOSE,CHANGE,GAIN,LOSS,AVG+AF8-GAIN,AVG+AF8-LOSS,RS,RSI+AF8-14
20200114,14:14:00,1512.6,1514.9,1512.6,1514.7,2.10,2.10,0.00,0.28,0.46,0.61,37.80
20200114,14:15:00,1514.7,1514.825,1514,1514.8,0.10,0.10,0.00,0.27,0.43,0.62,38.44
20200114,14:16:00,1514.8,1514.95,1514.75,1514.75,+AC0-0.05,0.00,0.05,0.25,0.40,0.62,38.23
20200114,14:17:00,1514.75,1515.975,1514.675,1515.9,1.15,1.15,0.00,0.31,0.37,0.84,45.67
20200114,14:18:00,1515.9,1516.5,1515.9,1515.9,0.00,0.00,0.00,0.29,0.34,0.84,45.67
20200114,14:19:00,1515.9,1516.55,1515.45,1515.95,0.05,0.05,0.00,0.27,0.32,0.85,46.00
20200114,14:20:00,1515.95,1515.95,1515.2,1515.25,+AC0-0.70,0.00,0.70,0.25,0.35,0.73,42.16
20200114,14:21:00,1515.25,1516.15,1513.9,1514.45,+AC0-0.80,0.00,0.80,0.23,0.38,0.62,38.23
20200114,14:22:00,1514.45,1514.475,1514.175,1514.425,+AC0-0.03,0.00,0.03,0.22,0.35,0.62,38.11
20200114,14:23:00,1514.425,1514.45,1513.775,1513.875,+AC0-0.55,0.00,0.55,0.20,0.37,0.55,35.49
20200114,14:24:00,1513.875,1514.675,1513.875,1514.025,0.15,0.15,0.00,0.20,0.34,0.58,36.77
20200114,14:25:00,1514.025,1514.525,1513.3,1514.475,0.45,0.45,0.00,0.22,0.32,0.68,40.58
20200114,14:26:00,1514.475,1514.9,1513.95,1514.3,+AC0-0.17,0.00,0.17,0.20,0.31,0.66,39.58
20200114,14:27:00,1514.3,1516.675,1514.3,1516.525,2.23,2.23,0.00,0.35,0.28,1.21,54.81
20200114,14:28:00,1516.525,1516.8,1515.475,1516.25,+AC0-0.28,0.00,0.28,0.32,0.28,1.13,53.03
20200114,14:29:00,1516.25,1517.2,1515.45,1517.175,0.92,0.92,0.00,0.36,0.26,1.38,57.97
20200114,14:30:00,1517.175,1517.6,1514.75,1514.925,+AC0-2.25,0.00,2.25,0.34,0.41,0.83,45.45
20200114,14:31:00,1514.925,1515.475,1513.8,1514.725,+AC0-0.20,0.00,0.20,0.31,0.39,0.80,44.53
20200114,14:32:00,1514.725,1514.875,1514.325,1514.7,+AC0-0.02,0.00,0.02,0.29,0.36,0.80,44.40
20200114,14:33:00,1514.7,1514.7,1514,1514,+AC0-0.70,0.00,0.70,0.27,0.39,0.70,41.04
20200114,14:34:00,1514,1514.725,1514,1514.55,0.55,0.55,0.00,0.29,0.36,0.80,44.59
20200114,14:35:00,1514.55,1514.9,1514.475,1514.675,0.13,0.13,0.00,0.28,0.34,0.83,45.40
20200114,14:36:00,1514.675,1514.75,1514.675,1514.7,0.03,0.03,0.00,0.26,0.31,0.84,45.57
20200114,14:37:00,1514.7,1514.75,1514.575,1514.675,+AC0-0.03,0.00,0.03,0.24,0.29,0.83,45.42
20200114,14:38:00,1514.675,1515.275,1514.675,1514.85,0.17,0.17,0.00,0.24,0.27,0.88,46.76
20200114,14:39:00,1514.85,1514.875,1514.725,1514.725,+AC0-0.13,0.00,0.13,0.22,0.26,0.85,45.89
20200114,14:40:00,1514.725,1514.975,1514.45,1514.725,0.00,0.00,0.00,0.20,0.24,0.85,45.89
20200114,14:41:00,1514.725,1514.85,1514.55,1514.675,+AC0-0.05,0.00,0.05,0.19,0.23,0.83,45.50
20200114,14:42:00,1514.675,1514.9,1514.65,1514.75,0.08,0.08,0.00,0.18,0.21,0.86,46.24
20200114,14:43:00,1514.75,1517.275,1514.75,1516.65,1.90,1.90,0.00,0.30,0.20,1.55,60.81
20200114,14:44:00,1516.65,1518.7,1516.2,1516.475,+AC0-0.18,0.00,0.18,0.28,0.19,1.45,59.22
20200114,14:45:00,1516.475,1517.2,1516.05,1516.575,0.10,0.10,0.00,0.27,0.18,1.49,59.87
20200114,14:46:00,1516.575,1516.6,1515.525,1515.675,+AC0-0.90,0.00,0.90,0.25,0.23,1.08,51.89
20200114,14:47:00,1515.675,1516.8,1515.5,1515.525,+AC0-0.15,0.00,0.15,0.23,0.23,1.03,50.68
20200114,14:48:00,1515.525,1516.675,1515.5,1515.825,0.30,0.30,0.00,0.24,0.21,1.13,53.04
20200114,14:49:00,1515.825,1516.55,1515.675,1515.875,0.05,0.05,0.00,0.22,0.20,1.15,53.44
20200114,14:50:00,1515.875,1516.4,1515.625,1515.825,+AC0-0.05,0.00,0.05,0.21,0.18,1.13,52.96
20200114,14:51:00,1515.825,1516.425,1515.675,1515.975,0.15,0.15,0.00,0.20,0.17,1.19,54.30
20200114,14:52:00,1515.975,1516.225,1514.8,1514.8,+AC0-1.17,0.00,1.17,0.19,0.24,0.78,43.76
20200114,14:53:00,1514.8,1514.925,1513.825,1514.55,+AC0-0.25,0.00,0.25,0.18,0.24,0.72,41.90
20200114,14:54:00,1514.55,1515.925,1514.55,1515.225,0.67,0.67,0.00,0.21,0.23,0.93,48.30
20200114,14:55:00,1515.225,1516.425,1515.2,1515.65,0.43,0.43,0.00,0.23,0.21,1.08,51.89
20200114,14:56:00,1515.65,1515.65,1514.925,1514.975,+AC0-0.68,0.00,0.68,0.21,0.24,0.86,46.38
20200114,14:57:00,1514.975,1515.95,1514.65,1514.65,+AC0-0.32,0.00,0.32,0.20,0.25,0.78,43.96
20200114,14:58:00,1514.65,1515.8,1514.65,1514.775,0.13,0.13,0.00,0.19,0.23,0.82,45.14
20200114,14:59:00,1514.775,1515.525,1514.725,1514.875,0.10,0.10,0.00,0.18,0.21,0.86,46.13
20200114,15:00:00,1514.875,1515.725,1514.725,1514.725,+AC0-0.15,0.00,0.15,0.17,0.21,0.81,44.83
20200114,15:01:00,1514.725,1514.85,1514.2,1514.45,+AC0-0.27,0.00,0.27,0.16,0.21,0.74,42.47
20200114,15:02:00,1514.45,1514.75,1514.45,1514.75,0.30,0.30,0.00,0.17,0.20,0.85,45.82
20200114,15:03:00,1514.75,1514.875,1514.725,1514.775,0.03,0.03,0.00,0.16,0.19,0.86,46.10
20200114,15:04:00,1514.775,1515.35,1514.75,1514.75,+AC0-0.03,0.00,0.03,0.15,0.17,0.85,45.84
20200114,15:05:00,1514.75,1515.95,1514.475,1515.15,0.40,0.40,0.00,0.17,0.16,1.02,50.58
20200114,15:06:00,1515.15,1515.875,1515.025,1515.025,+AC0-0.13,0.00,0.13,0.15,0.16,0.97,49.14
20200114,15:07:00,1515.025,1515.475,1514.8,1515.025,0.00,0.00,0.00,0.14,0.15,0.97,49.14
20200114,15:08:00,1515.025,1515.375,1514.2,1514.2,+AC0-0.83,0.00,0.83,0.13,0.20,0.68,40.31
20200114,15:09:00,1514.2,1514.725,1514.1,1514.1,+AC0-0.10,0.00,0.10,0.12,0.19,0.65,39.39
20200114,15:10:00,1514.1,1514.95,1513.675,1513.7,+AC0-0.40,0.00,0.40,0.11,0.20,0.56,35.85
20200114,15:11:00,1513.7,1514.775,1513.175,1513.175,+AC0-0.53,0.00,0.53,0.11,0.23,0.47,31.81
20200114,15:12:00,1513.175,1514.725,1513.175,1514.075,0.90,0.90,0.00,0.16,0.21,0.77,43.55
20200114,15:13:00,1514.075,1514.6,1513.9,1513.9,+AC0-0.17,0.00,0.17,0.15,0.21,0.73,42.04
20200114,15:14:00,1513.9,1514.45,1513.55,1513.55,+AC0-0.35,0.00,0.35,0.14,0.22,0.64,39.10
20200114,15:15:00,1513.55,1514.725,1513.4,1513.4,+AC0-0.15,0.00,0.15,0.13,0.21,0.61,37.89
20200114,15:16:00,1513.4,1513.725,1512.1,1512.475,+AC0-0.93,0.00,0.93,0.12,0.26,0.46,31.39
20200114,15:17:00,1512.475,1513.25,1511.95,1512.65,0.18,0.18,0.00,0.12,0.25,0.51,33.70
20200114,15:18:00,1512.65,1513.975,1512.65,1512.775,0.13,0.13,0.00,0.12,0.23,0.55,35.38
20200114,15:19:00,1512.775,1513.825,1512.575,1513.3,0.52,0.52,0.00,0.15,0.21,0.72,42.02
20200114,15:20:00,1513.3,1514.025,1512.875,1512.875,+AC0-0.42,0.00,0.42,0.14,0.23,0.63,38.57
20200114,15:21:00,1512.875,1514.275,1512.7,1513.85,0.97,0.97,0.00,0.20,0.21,0.96,48.94
20200114,15:22:00,1513.85,1514.825,1513.85,1514.7,0.85,0.85,0.00,0.25,0.20,1.27,55.92
20200114,15:23:00,1514.7,1514.775,1513.825,1514.775,0.08,0.08,0.00,0.24,0.18,1.30,56.49
20200114,15:24:00,1514.775,1515.325,1514.5,1514.575,+AC0-0.20,0.00,0.20,0.22,0.18,1.20,54.48
20200114,15:25:00,1514.575,1514.925,1514.1,1514.375,+AC0-0.20,0.00,0.20,0.20,0.18,1.10,52.47
20200114,15:26:00,1514.375,1514.4,1513.6,1513.675,+AC0-0.70,0.00,0.70,0.19,0.22,0.85,46.07
20200114,15:27:00,1513.675,1513.975,1513.625,1513.625,+AC0-0.05,0.00,0.05,0.18,0.21,0.84,45.64
20200114,15:28:00,1513.625,1515.15,1513.625,1514.575,0.95,0.95,0.00,0.23,0.19,1.19,54.33
20200114,15:29:00,1514.575,1515.275,1513.375,1515.275,0.70,0.70,0.00,0.26,0.18,1.47,59.47
20200115,09:15:00,1511.45,1511.925,1503.55,1505.25,+AC0-10.03,0.00,10.03,0.25,0.88,0.28,21.74
20200115,09:16:00,1505.25,1507.575,1504.3,1507.575,2.33,2.33,0.00,0.39,0.82,0.48,32.44
20200115,09:17:00,1507.575,1507.575,1506.075,1506.075,+AC0-1.50,0.00,1.50,0.37,0.87,0.42,29.63
20200115,09:18:00,1506.075,1508.1,1503.55,1505.65,+AC0-0.42,0.00,0.42,0.34,0.84,0.41,28.86
20200115,09:19:00,1505.65,1506.4,1504.175,1505.95,0.30,0.30,0.00,0.34,0.78,0.43,30.23
20200115,09:20:00,1505.95,1508.725,1505.05,1505.3,+AC0-0.65,0.00,0.65,0.31,0.77,0.41,28.93
20200115,09:21:00,1505.3,1505.725,1503.35,1505.275,+AC0-0.02,0.00,0.02,0.29,0.72,0.41,28.88
20200115,09:22:00,1505.275,1505.9,1504.15,1504.3,+AC0-0.98,0.00,0.98,0.27,0.73,0.37,26.88
20200115,09:23:00,1504.3,1504.3,1501.6,1501.625,+AC0-2.67,0.00,2.67,0.25,0.87,0.29,22.30
20200115,09:24:00,1501.625,1503.7,1501.6,1503.325,1.70,1.70,0.00,0.35,0.81,0.44,30.41
20200115,09:25:00,1503.325,1503.325,1502.025,1502.25,+AC0-1.08,0.00,1.08,0.33,0.83,0.40,28.39
20200115,09:26:00,1502.25,1503.775,1501.75,1503.275,1.03,1.03,0.00,0.38,0.77,0.49,32.96
20200115,09:27:00,1503.275,1505.7,1503.225,1505.2,1.92,1.92,0.00,0.49,0.71,0.68,40.62
20200115,09:28:00,1505.2,1505.8,1504.175,1504.825,+AC0-0.38,0.00,0.38,0.45,0.69,0.66,39.67
20200115,09:29:00,1504.825,1504.825,1504.275,1504.725,+AC0-0.10,0.00,0.10,0.42,0.65,0.65,39.40
20200115,09:30:00,1504.725,1505.975,1504.15,1505.325,0.60,0.60,0.00,0.43,0.60,0.72,41.91
20200115,09:31:00,1505.325,1507.45,1505.325,1506.625,1.30,1.30,0.00,0.50,0.56,0.89,47.02
20200115,09:32:00,1506.625,1506.975,1504.3,1504.3,+AC0-2.33,0.00,2.33,0.46,0.69,0.67,40.20
20200115,09:33:00,1504.3,1504.625,1502.275,1502.4,+AC0-1.90,0.00,1.90,0.43,0.77,0.55,35.66
20200115,09:34:00,1502.4,1503.85,1501.125,1502.625,0.22,0.22,0.00,0.41,0.72,0.58,36.57
20200115,09:35:00,1502.625,1503.375,1501.675,1501.675,+AC0-0.95,0.00,0.95,0.38,0.73,0.52,34.35
20200115,09:36:00,1501.675,1502.05,1501.025,1501.575,+AC0-0.10,0.00,0.10,0.36,0.69,0.52,34.12
20200115,09:37:00,1501.575,1503.525,1501.175,1502.875,1.30,1.30,0.00,0.42,0.64,0.66,39.87
20200115,09:38:00,1502.875,1503.675,1501.975,1502.3,+AC0-0.58,0.00,0.58,0.39,0.63,0.62,38.28
20200115,09:39:00,1502.3,1503.125,1501.975,1502.325,0.03,0.03,0.00,0.37,0.59,0.62,38.39
20200115,09:40:00,1502.325,1502.325,1501.025,1501.025,+AC0-1.30,0.00,1.30,0.34,0.64,0.53,34.76
20200115,09:41:00,1501.025,1501.3,1500.475,1500.775,+AC0-0.25,0.00,0.25,0.32,0.61,0.52,34.09
20200115,09:42:00,1500.775,1502.65,1500.775,1502.375,1.60,1.60,0.00,0.41,0.57,0.72,41.80
20200115,09:43:00,1502.375,1502.75,1501.625,1501.625,+AC0-0.75,0.00,0.75,0.38,0.58,0.65,39.47
20200115,09:44:00,1501.625,1502.275,1501.6,1501.725,0.10,0.10,0.00,0.36,0.54,0.67,39.95
20200115,09:45:00,1501.725,1503.6,1501.725,1503.025,1.30,1.30,0.00,0.43,0.50,0.85,45.96
20200115,09:46:00,1503.025,1503.025,1501.525,1501.65,+AC0-1.38,0.00,1.38,0.40,0.56,0.70,41.26
20200115,09:47:00,1501.65,1502.4,1500.775,1501.45,+AC0-0.20,0.00,0.20,0.37,0.54,0.68,40.61
20200115,09:48:00,1501.45,1502.125,1501.45,1501.7,0.25,0.25,0.00,0.36,0.50,0.72,41.84
20200115,09:49:00,1501.7,1501.925,1501.55,1501.625,+AC0-0.08,0.00,0.08,0.33,0.47,0.71,41.56
20200115,09:50:00,1501.625,1501.625,1500.775,1500.8,+AC0-0.83,0.00,0.83,0.31,0.49,0.63,38.52
20200115,09:51:00,1500.8,1500.8,1498.9,1499.725,+AC0-1.08,0.00,1.08,0.29,0.54,0.54,34.93
20200115,09:52:00,1499.725,1500.6,1499.725,1500.575,0.85,0.85,0.00,0.33,0.50,0.66,39.71
20200115,09:53:00,1500.575,1500.825,1500.375,1500.7,0.13,0.13,0.00,0.31,0.46,0.68,40.41
20200115,09:54:00,1500.7,1501.75,1500.7,1501.7,1.00,1.00,0.00,0.36,0.43,0.84,45.79
20200115,09:55:00,1501.7,1501.725,1500.875,1501.225,+AC0-0.48,0.00,0.48,0.34,0.43,0.78,43.77
20200115,09:56:00,1501.225,1501.525,1500.775,1501.275,0.05,0.05,0.00,0.32,0.40,0.79,44.05
20200115,09:57:00,1501.275,1501.5,1501.125,1501.3,0.02,0.02,0.00,0.30,0.37,0.79,44.20
20200115,09:58:00,1501.3,1501.775,1500.775,1501.55,0.25,0.25,0.00,0.29,0.35,0.84,45.76
20200115,09:59:00,1501.55,1501.85,1501.125,1501.725,0.17,0.17,0.00,0.28,0.32,0.88,46.88
20200115,10:00:00,1501.725,1501.825,1501.05,1501.25,+AC0-0.47,0.00,0.47,0.26,0.33,0.79,44.21
20200115,10:01:00,1501.25,1502.125,1500.8,1501.45,0.20,0.20,0.00,0.26,0.31,0.84,45.61
20200115,10:02:00,1501.45,1501.55,1500.825,1500.925,+AC0-0.53,0.00,0.53,0.24,0.32,0.74,42.58
20200115,10:03:00,1500.925,1501.1,1500.75,1500.85,+AC0-0.08,0.00,0.08,0.22,0.31,0.73,42.15
20200115,10:04:00,1500.85,1501.45,1500.7,1501.275,0.43,0.43,0.00,0.24,0.28,0.84,45.52
20200115,10:05:00,1501.275,1501.7,1500.75,1500.75,+AC0-0.53,0.00,0.53,0.22,0.30,0.73,42.25
20200115,10:06:00,1500.75,1502.275,1500.75,1501.475,0.72,0.72,0.00,0.26,0.28,0.92,47.82
20200115,10:07:00,1501.475,1501.775,1501.125,1501.45,+AC0-0.02,0.00,0.02,0.24,0.26,0.91,47.65
20200115,10:08:00,1501.45,1501.775,1501.325,1501.725,0.27,0.27,0.00,0.24,0.24,0.99,49.77
20200115,10:09:00,1501.725,1501.75,1501.525,1501.725,0.00,0.00,0.00,0.22,0.23,0.99,49.77
20200115,10:10:00,1501.725,1501.725,1500.65,1500.65,+AC0-1.07,0.00,1.07,0.21,0.29,0.73,42.04
20200115,10:11:00,1500.65,1500.65,1500.4,1500.5,+AC0-0.15,0.00,0.15,0.19,0.28,0.70,41.08
20200115,10:12:00,1500.5,1500.925,1500.125,1500.125,+AC0-0.38,0.00,0.38,0.18,0.28,0.63,38.70
20200115,10:13:00,1500.125,1500.525,1499.975,1500.35,0.22,0.22,0.00,0.18,0.26,0.69,40.91
20200115,10:14:00,1500.35,1501.35,1500.075,1500.8,0.45,0.45,0.00,0.20,0.24,0.82,45.17
20200115,10:15:00,1500.8,1501.15,1500.3,1500.45,+AC0-0.35,0.00,0.35,0.19,0.25,0.74,42.60
20200115,10:16:00,1500.45,1500.85,1500.2,1500.575,0.13,0.13,0.00,0.18,0.23,0.78,43.83
20200115,10:17:00,1500.575,1500.65,1500.4,1500.65,0.08,0.08,0.00,0.18,0.22,0.80,44.59
20200115,10:18:00,1500.65,1500.9,1500.525,1500.675,0.02,0.02,0.00,0.16,0.20,0.81,44.87
20200115,10:19:00,1500.675,1501.125,1500.325,1500.35,+AC0-0.33,0.00,0.33,0.15,0.21,0.72,42.00
20200115,10:20:00,1500.35,1500.65,1500.225,1500.65,0.30,0.30,0.00,0.16,0.20,0.83,45.46
20200115,10:21:00,1500.65,1500.9,1500.475,1500.9,0.25,0.25,0.00,0.17,0.18,0.93,48.24
20200115,10:22:00,1500.9,1501.05,1500.05,1500.15,+AC0-0.75,0.00,0.75,0.16,0.22,0.71,41.43
20200115,10:23:00,1500.15,1500.85,1500.15,1500.8,0.65,0.65,0.00,0.19,0.21,0.93,48.25
20200115,10:24:00,1500.8,1501.2,1500.375,1500.525,+AC0-0.27,0.00,0.27,0.18,0.21,0.85,45.82
20200115,10:25:00,1500.525,1501.775,1500.525,1501.25,0.72,0.72,0.00,0.22,0.20,1.11,52.60
20200115,10:26:00,1501.25,1501.425,1500.35,1501.1,+AC0-0.15,0.00,0.15,0.20,0.19,1.05,51.17
20200115,10:27:00,1501.1,1501.425,1500.8,1501.025,+AC0-0.07,0.00,0.07,0.19,0.18,1.02,50.43
20200115,10:28:00,1501.025,1501.375,1500.8,1501.125,0.10,0.10,0.00,0.18,0.17,1.06,51.44
20200115,10:29:00,1501.125,1501.3,1500.4,1500.45,+AC0-0.67,0.00,0.67,0.17,0.21,0.81,44.84
20200115,10:30:00,1500.45,1500.725,1500.45,1500.625,0.17,0.17,0.00,0.17,0.19,0.88,46.74
20200115,10:31:00,1500.625,1500.625,1500.125,1500.425,+AC0-0.20,0.00,0.20,0.16,0.19,0.81,44.84
20200115,10:32:00,1500.425,1500.5,1500.075,1500.15,+AC0-0.27,0.00,0.27,0.15,0.20,0.73,42.28
20200115,10:33:00,1500.15,1500.55,1499.925,1500.55,0.40,0.40,0.00,0.16,0.18,0.89,47.01
20200115,10:34:00,1500.55,1500.625,1499.925,1499.925,+AC0-0.63,0.00,0.63,0.15,0.22,0.70,41.31
20200115,10:35:00,1499.925,1500.475,1499.4,1499.425,+AC0-0.50,0.00,0.50,0.14,0.24,0.60,37.41
20200115,10:36:00,1499.425,1499.425,1496.55,1497.05,+AC0-2.38,0.00,2.38,0.13,0.39,0.34,25.21
20200115,10:37:00,1497.05,1499.025,1497.05,1498.7,1.65,1.65,0.00,0.24,0.36,0.66,39.88
20200115,10:38:00,1498.7,1499.375,1498.525,1498.525,+AC0-0.17,0.00,0.17,0.22,0.35,0.64,39.00
20200115,10:39:00,1498.525,1498.975,1498.175,1498.3,+AC0-0.23,0.00,0.23,0.21,0.34,0.61,37.85
20200115,10:40:00,1498.3,1498.675,1497.825,1498.475,0.17,0.17,0.00,0.20,0.32,0.65,39.35
20200115,10:41:00,1498.475,1499.3,1498.475,1498.85,0.38,0.38,0.00,0.22,0.29,0.74,42.54
20200115,10:42:00,1498.85,1499.025,1498.675,1498.725,+AC0-0.13,0.00,0.13,0.20,0.28,0.72,41.75
20200115,10:43:00,1498.725,1499.025,1498.35,1498.65,+AC0-0.07,0.00,0.07,0.19,0.27,0.70,41.26
20200115,10:44:00,1498.65,1499.35,1498.475,1499.3,0.65,0.65,0.00,0.22,0.25,0.89,47.10
20200115,10:45:00,1499.3,1499.3,1498.775,1499.25,+AC0-0.05,0.00,0.05,0.20,0.23,0.88,46.72
20200115,10:46:00,1499.25,1500.05,1499.25,1500.025,0.78,0.78,0.00,0.24,0.22,1.13,53.11
20200115,10:47:00,1500.025,1501.1,1500.025,1501.025,1.00,1.00,0.00,0.30,0.20,1.49,59.82
20200115,10:48:00,1501.025,1501.575,1500.175,1501.025,0.00,0.00,0.00,0.28,0.19,1.49,59.82
20200115,10:49:00,1501.025,1501.8,1501.025,1501.275,0.25,0.25,0.00,0.28,0.17,1.59,61.42
20200115,10:50:00,1501.275,1501.425,1500.075,1500.25,+AC0-1.03,0.00,1.03,0.26,0.23,1.09,52.24
20200115,10:51:00,1500.25,1500.25,1499.825,1499.825,+AC0-0.42,0.00,0.42,0.24,0.25,0.96,48.97
20200115,10:52:00,1499.825,1499.825,1499.275,1499.35,+AC0-0.48,0.00,0.48,0.22,0.26,0.84,45.54
20200115,10:53:00,1499.35,1499.35,1498.85,1498.85,+AC0-0.50,0.00,0.50,0.20,0.28,0.73,42.19
20200115,10:54:00,1498.85,1499.25,1498.825,1499.1,0.25,0.25,0.00,0.21,0.26,0.80,44.39
20200115,10:55:00,1499.1,1499.85,1499.075,1499.85,0.75,0.75,0.00,0.25,0.24,1.02,50.49
20200115,10:56:00,1499.85,1499.9,1499.825,1499.875,0.03,0.03,0.00,0.23,0.22,1.03,50.68
20200115,10:57:00,1499.875,1500.475,1499.875,1500.15,0.28,0.28,0.00,0.23,0.21,1.12,52.87
20200115,10:58:00,1500.15,1500.425,1499.85,1500.075,+AC0-0.08,0.00,0.08,0.22,0.20,1.09,52.19
20200115,10:59:00,1500.075,1500.35,1499.85,1499.875,+AC0-0.20,0.00,0.20,0.20,0.20,1.01,50.33
20200115,11:00:00,1499.875,1500.45,1499.85,1500.175,0.30,0.30,0.00,0.21,0.18,1.13,53.03
20200115,11:01:00,1500.175,1500.475,1499.725,1499.8,+AC0-0.38,0.00,0.38,0.19,0.20,0.98,49.41
20200115,11:02:00,1499.8,1500.125,1499.8,1500.05,0.25,0.25,0.00,0.20,0.18,1.07,51.78
20200115,11:03:00,1500.05,1500.05,1499.75,1499.75,+AC0-0.30,0.00,0.30,0.18,0.19,0.95,48.83
20200115,11:04:00,1499.75,1499.875,1499.75,1499.875,0.13,0.13,0.00,0.18,0.18,1.00,50.10
20200115,11:05:00,1499.875,1499.9,1499.75,1499.775,+AC0-0.10,0.00,0.10,0.17,0.17,0.96,49.05
20200115,11:06:00,1499.775,1499.8,1499.775,1499.8,0.02,0.02,0.00,0.16,0.16,0.97,49.34
20200115,11:07:00,1499.8,1499.825,1499.8,1499.825,0.03,0.03,0.00,0.15,0.15,0.99,49.64
20200115,11:08:00,1499.825,1499.825,1499.8,1499.825,0.00,0.00,0.00,0.14,0.14,0.99,49.64
20200115,11:09:00,1499.825,1500.9,1499.825,1500.9,1.08,1.08,0.00,0.20,0.13,1.58,61.27
20200115,11:10:00,1500.9,1501.35,1499.825,1499.85,+AC0-1.05,0.00,1.05,0.19,0.19,0.97,49.30
20200115,11:11:00,1499.85,1499.85,1498.925,1498.925,+AC0-0.92,0.00,0.92,0.18,0.25,0.71,41.59
20200115,11:12:00,1498.925,1499.1,1498.75,1499.1,0.17,0.17,0.00,0.18,0.23,0.77,43.39
20200115,11:13:00,1499.1,1499.425,1498.725,1499.425,0.33,0.33,0.00,0.19,0.21,0.88,46.68
20200115,11:14:00,1499.425,1499.425,1498.85,1498.85,+AC0-0.58,0.00,0.58,0.17,0.24,0.72,42.03
20200115,11:15:00,1498.85,1499.175,1498.65,1499.175,0.33,0.33,0.00,0.18,0.22,0.83,45.34
20200115,11:16:00,1499.175,1499.325,1498.7,1498.75,+AC0-0.42,0.00,0.42,0.17,0.24,0.72,41.96
20200115,11:17:00,1498.75,1499.1,1498.675,1498.725,+AC0-0.03,0.00,0.03,0.16,0.22,0.72,41.76
20200115,11:18:00,1498.725,1498.925,1498.5,1498.925,0.20,0.20,0.00,0.16,0.21,0.79,44.03
20200115,11:19:00,1498.925,1499.35,1498.725,1499.35,0.42,0.42,0.00,0.18,0.19,0.95,48.61
20200115,11:20:00,1499.35,1499.375,1499.25,1499.3,+AC0-0.05,0.00,0.05,0.17,0.18,0.93,48.11
20200115,11:21:00,1499.3,1500.075,1499.275,1500.075,0.78,0.78,0.00,0.21,0.17,1.26,55.70
20200115,11:22:00,1500.075,1500.075,1499.725,1499.925,+AC0-0.15,0.00,0.15,0.20,0.17,1.18,54.05
20200115,11:23:00,1499.925,1500.25,1499.525,1499.525,+AC0-0.40,0.00,0.40,0.18,0.18,0.99,49.82
20200115,11:24:00,1499.525,1500.2,1499.325,1499.325,+AC0-0.20,0.00,0.20,0.17,0.18,0.92,47.81
20200115,11:25:00,1499.325,1499.325,1499.025,1499.3,+AC0-0.03,0.00,0.03,0.16,0.17,0.91,47.55
20200115,11:26:00,1499.3,1499.3,1498.225,1498.225,+AC0-1.08,0.00,1.08,0.15,0.24,0.61,38.01
20200115,11:27:00,1498.225,1498.225,1497.95,1497.95,+AC0-0.27,0.00,0.27,0.14,0.24,0.56,36.02
20200115,11:28:00,1497.95,1498.05,1497.8,1497.8,+AC0-0.15,0.00,0.15,0.13,0.23,0.54,34.95
20200115,11:29:00,1497.8,1497.825,1497.8,1497.825,0.03,0.03,0.00,0.12,0.22,0.55,35.29
20200115,11:30:00,1497.825,1497.825,1495.775,1495.875,+AC0-1.95,0.00,1.95,0.11,0.34,0.32,24.38
20200115,11:31:00,1495.875,1496.6,1495.875,1496.425,0.55,0.55,0.00,0.14,0.32,0.45,30.87
20200115,11:32:00,1496.425,1496.45,1495.85,1495.875,+AC0-0.55,0.00,0.55,0.13,0.33,0.39,28.26
20200115,11:33:00,1495.875,1496.275,1495.85,1496.225,0.35,0.35,0.00,0.15,0.31,0.47,32.19
20200115,11:34:00,1496.225,1496.275,1496.225,1496.275,0.05,0.05,0.00,0.14,0.29,0.49,32.76
20200115,11:35:00,1496.275,1496.4,1495.9,1496.375,0.10,0.10,0.00,0.14,0.27,0.51,33.95
20200115,11:36:00,1496.375,1497.75,1496.075,1497.75,1.38,1.38,0.00,0.23,0.25,0.91,47.66
20200115,11:37:00,1497.75,1499.725,1497.75,1499.4,1.65,1.65,0.00,0.33,0.23,1.42,58.73
20200115,11:38:00,1499.4,1499.4,1498.525,1498.825,+AC0-0.58,0.00,0.58,0.30,0.25,1.19,54.41
20200115,11:39:00,1498.825,1498.9,1498.8,1498.8,+AC0-0.03,0.00,0.03,0.28,0.24,1.18,54.23
20200115,11:40:00,1498.8,1499.15,1498.525,1498.7,+AC0-0.10,0.00,0.10,0.26,0.23,1.15,53.44
20200115,11:41:00,1498.7,1499.875,1498.675,1499.575,0.88,0.88,0.00,0.31,0.21,1.44,59.06
20200115,11:42:00,1499.575,1499.65,1499.1,1499.25,+AC0-0.33,0.00,0.33,0.28,0.22,1.29,56.34
20200115,11:43:00,1499.25,1499.8,1498.8,1499.35,0.10,0.10,0.00,0.27,0.20,1.33,56.99
20200115,11:44:00,1499.35,1499.925,1499.175,1499.675,0.33,0.33,0.00,0.27,0.19,1.45,59.14
20200115,11:45:00,1499.675,1499.9,1499.475,1499.6,+AC0-0.08,0.00,0.08,0.26,0.18,1.40,58.42
20200115,11:46:00,1499.6,1499.625,1499.55,1499.6,0.00,0.00,0.00,0.24,0.17,1.40,58.42
20200115,11:47:00,1499.6,1499.6,1499.6,1499.6,0.00,0.00,0.00,0.22,0.16,1.40,58.42
20200115,11:48:00,1499.6,1500.025,1499.6,1499.8,0.20,0.20,0.00,0.22,0.15,1.50,60.05
