DATE,TIME,OPEN,HIGH,LOW,CLOSE
20200102,10:43:00,1487.25,1487.6,1487.15,1487.2
20200102,10:44:00,1487.2,1488.3,1487.2,1487.7
20200102,10:45:00,1487.7,1488.975,1487.7,1488.175
20200102,10:46:00,1488.175,1488.6,1487.625,1487.975
20200102,10:47:00,1487.975,1487.975,1487.275,1487.65
20200102,10:48:00,1487.65,1488.275,1487.225,1488.275
20200102,10:49:00,1488.275,1492.15,1488.275,1491.825
20200102,10:50:00,1491.825,1492.15,1490.35,1491.3
20200102,10:51:00,1491.3,1492.45,1490.6,1490.6
20200102,10:52:00,1490.6,1490.75,1489.375,1489.65
20200102,10:53:00,1489.65,1491.475,1489.375,1491.35
20200102,10:54:00,1491.35,1491.35,1490.5,1490.65
20200102,10:55:00,1490.65,1490.75,1490.375,1490.6
20200102,10:56:00,1490.6,1491.925,1490.2,1491.925
20200102,10:57:00,1491.925,1491.925,1491.25,1491.625
20200102,10:58:00,1491.625,1492.8,1491.625,1492.35
20200102,10:59:00,1492.35,1492.8,1492.35,1492.65
20200102,11:00:00,1492.65,1492.9,1492.275,1492.325
20200102,11:01:00,1492.325,1492.35,1491.225,1491.475
20200102,11:02:00,1491.475,1491.475,1489.35,1490.65
20200102,11:03:00,1490.65,1490.65,1490.1,1490.375
20200102,11:04:00,1490.375,1490.5,1488.6,1488.65
20200102,11:05:00,1488.65,1488.875,1488.1,1488.5
20200102,11:06:00,1488.5,1488.575,1487.125,1487.575
20200102,11:07:00,1487.575,1487.65,1487.05,1487.175
20200102,11:08:00,1487.175,1487.175,1485.775,1486.25
20200102,11:09:00,1486.25,1486.65,1486.075,1486.525
20200102,11:10:00,1486.525,1486.9,1486.1,1486.75
20200102,11:11:00,1486.75,1487.35,1486.675,1487.25
20200102,11:12:00,1487.25,1487.25,1485.725,1485.8
20200102,11:13:00,1485.8,1485.875,1484.225,1484.625
20200102,11:14:00,1484.625,1484.75,1483.85,1484.325
20200102,11:15:00,1484.325,1484.6,1484.175,1484.55
20200102,11:16:00,1484.55,1484.975,1484.325,1484.925
20200102,11:17:00,1484.925,1484.975,1484.375,1484.6
20200102,11:18:00,1484.6,1484.975,1484.15,1484.95
20200102,11:19:00,1484.95,1484.975,1484.45,1484.65
20200102,11:20:00,1484.65,1484.85,1484.5,1484.65
20200102,11:21:00,1484.65,1484.725,1484.375,1484.575
20200102,11:22:00,1484.575,1484.625,1484.35,1484.6
20200102,11:23:00,1484.6,1484.75,1482.225,1483.2
20200102,11:24:00,1483.2,1484.3,1482.9,1484.3
20200102,11:25:00,1484.3,1484.775,1484.3,1484.675
20200102,11:26:00,1484.675,1484.725,1483.175,1483.675
20200102,11:27:00,1483.675,1484.8,1483.675,1484.15
20200102,11:28:00,1484.15,1484.75,1484.1,1484.75
20200102,11:29:00,1484.75,1484.8,1484.55,1484.8
20200102,11:30:00,1484.8,1484.925,1484.5,1484.5
20200102,11:31:00,1484.5,1484.7,1484.175,1484.175
20200102,11:32:00,1484.175,1484.7,1484.05,1484.7
20200102,11:33:00,1484.7,1485.8,1484.55,1485.75
20200102,11:34:00,1485.75,1488.275,1485.75,1488.275
20200102,11:35:00,1488.275,1489.35,1488.275,1488.95
20200102,11:36:00,1488.95,1489.35,1488.825,1489.25
20200102,11:37:00,1489.25,1489.475,1489.15,1489.225
20200102,11:38:00,1489.225,1489.275,1488.8,1488.85
20200102,11:39:00,1488.85,1488.9,1488.375,1488.4
20200102,11:40:00,1488.4,1488.7,1487.75,1487.75
20200102,11:41:00,1487.75,1488.175,1487.375,1488.125
20200102,11:42:00,1488.125,1488.175,1487.6,1488.1
20200102,11:43:00,1488.1,1489.125,1487.75,1488.875
20200102,11:44:00,1488.875,1488.9,1488.4,1488.625
20200102,11:45:00,1488.625,1488.75,1488.6,1488.75
20200102,11:46:00,1488.75,1488.775,1488.325,1488.6
20200102,11:47:00,1488.6,1488.6,1487.675,1487.675
20200102,11:48:00,1487.675,1487.925,1487.675,1487.675
20200102,11:49:00,1487.675,1487.75,1487.675,1487.75
20200102,11:50:00,1487.75,1487.775,1487.2,1487.4
20200102,11:51:00,1487.4,1488.7,1487.4,1487.825
20200102,11:52:00,1487.825,1487.825,1487.825,1487.825
20200102,11:53:00,1487.825,1487.825,1487.15,1487.375
20200102,11:54:00,1487.375,1487.775,1487.375,1487.775
20200102,11:55:00,1487.775,1487.775,1486.25,1486.725
20200102,11:56:00,1486.725,1487.3,1486.35,1486.4
20200102,11:57:00,1486.4,1487.25,1486.35,1487.25
20200102,11:58:00,1487.25,1487.9,1487.025,1487.9
20200102,11:59:00,1487.9,1487.925,1487.5,1487.7
20200102,12:00:00,1487.7,1488.525,1487.7,1488.425
20200102,12:01:00,1488.425,1488.675,1487.45,1488.1
20200102,12:02:00,1488.1,1488.1,1487.225,1487.3
20200102,12:03:00,1487.3,1487.45,1486.675,1486.975
20200102,12:04:00,1486.975,1487.525,1486.65,1486.9
20200102,12:05:00,1486.9,1487.05,1486.6,1486.925
20200102,12:06:00,1486.925,1487.35,1486.65,1486.725
20200102,12:07:00,1486.725,1487.625,1486.725,1487.625
20200102,12:08:00,1487.625,1487.625,1487.125,1487.4
20200102,12:09:00,1487.4,1488.225,1487.375,1487.7
20200102,12:10:00,1487.7,1487.7,1487.1,1487.1
20200102,12:11:00,1487.1,1487.375,1487.1,1487.3
20200102,12:12:00,1487.3,1487.575,1486.95,1487.575
20200102,12:13:00,1487.575,1487.95,1487.4,1487.95
20200102,12:14:00,1487.95,1488.175,1487.525,1487.8
20200102,12:15:00,1487.8,1488.175,1487.7,1488.05
20200102,12:16:00,1488.05,1488.15,1487.7,1487.7
20200102,12:17:00,1487.7,1488.625,1487.7,1488.35
20200102,12:18:00,1488.35,1488.65,1488.3,1488.6
20200102,12:19:00,1488.6,1488.65,1487.875,1488.175
20200102,12:20:00,1488.175,1488.625,1487.775,1487.85
20200102,12:21:00,1487.85,1487.85,1487.325,1487.325
20200102,12:22:00,1487.325,1487.45,1486.5,1486.5
20200102,12:23:00,1486.5,1486.775,1485.8,1485.975
20200102,12:24:00,1485.975,1487.625,1485.975,1487.6
20200102,12:25:00,1487.6,1487.875,1487.6,1487.85
20200102,12:26:00,1487.85,1487.85,1487.4,1487.8
20200102,12:27:00,1487.8,1488.275,1487.3,1487.7
20200102,12:28:00,1487.7,1487.825,1486.775,1486.775
20200102,12:29:00,1486.775,1487.725,1486.775,1487.55
20200102,12:30:00,1487.55,1487.725,1487.075,1487.675
20200102,12:31:00,1487.675,1487.675,1487.35,1487.525
20200102,12:32:00,1487.525,1487.8,1487.425,1487.575
20200102,12:33:00,1487.575,1487.675,1487.575,1487.675
20200102,12:34:00,1487.675,1487.75,1487.4,1487.4
20200102,12:35:00,1487.4,1488.25,1487.4,1488.25
20200102,12:36:00,1488.25,1488.425,1487.7,1488.2
20200102,12:37:00,1488.2,1490.775,1488.2,1490.7
20200102,12:38:00,1490.7,1490.7,1490.225,1490.225
20200102,12:39:00,1490.225,1496.65,1490.125,1495.8
20200102,12:40:00,1495.8,1497.6,1494.675,1497.525
20200102,12:41:00,1497.525,1497.75,1496.6,1497.425
20200102,12:42:00,1497.425,1497.425,1496.4,1496.6
20200102,12:43:00,1496.6,1496.875,1494.825,1494.875
20200102,12:44:00,1494.875,1495.175,1494.225,1494.625
20200102,12:45:00,1494.625,1495.15,1494.325,1495.15
20200102,12:46:00,1495.15,1496.425,1494.85,1494.85
20200102,12:47:00,1494.85,1495.425,1494.85,1495.3
20200102,12:48:00,1495.3,1495.3,1494.175,1494.45
20200102,12:49:00,1494.45,1494.875,1494.175,1494.45
20200102,12:50:00,1494.45,1494.6,1493.875,1494.25
20200102,12:51:00,1494.25,1494.4,1493.925,1493.975
20200102,12:52:00,1493.975,1494.425,1493.675,1493.8
20200102,12:53:00,1493.8,1494.725,1493.775,1494.5
20200102,12:54:00,1494.5,1495.4,1494.225,1495.4
20200102,12:55:00,1495.4,1495.65,1494.65,1495.1
20200102,12:56:00,1495.1,1495.325,1494.55,1494.55
20200102,12:57:00,1494.55,1495.85,1494.55,1495.7
20200102,12:58:00,1495.7,1495.9,1495.05,1495.3
20200102,12:59:00,1495.3,1495.35,1494.975,1494.975
20200102,13:00:00,1494.975,1495.725,1494.975,1495.3
20200102,13:01:00,1495.3,1496.425,1495.3,1496.075
20200102,13:02:00,1496.075,1496.4,1495.75,1495.85
20200102,13:03:00,1495.85,1495.85,1495.675,1495.75
20200102,13:04:00,1495.75,1495.75,1495.1,1495.1
20200102,13:05:00,1495.1,1495.75,1495.075,1495.625
20200102,13:06:00,1495.625,1495.9,1495.575,1495.725
20200102,13:07:00,1495.725,1495.725,1495.35,1495.35
20200102,13:08:00,1495.35,1495.6,1494.925,1494.95
20200102,13:09:00,1494.95,1494.95,1494.525,1494.85
20200102,13:10:00,1494.85,1494.85,1494.425,1494.425
20200102,13:11:00,1494.425,1494.475,1494.05,1494.05
20200102,13:12:00,1494.05,1494.3,1493.875,1493.875
20200102,13:13:00,1493.875,1494.45,1493.875,1494.025
20200102,13:14:00,1494.025,1494.725,1494.025,1494.475
20200102,13:15:00,1494.475,1494.95,1494.475,1494.95
20200102,13:16:00,1494.95,1494.95,1494.5,1494.5
20200102,13:17:00,1494.5,1494.975,1494.5,1494.875
20200102,13:18:00,1494.875,1494.9,1494.3,1494.425
20200102,13:19:00,1494.425,1494.45,1494.275,1494.4
20200102,13:20:00,1494.4,1495.1,1494.4,1494.7
20200102,13:21:00,1494.7,1495.3,1494.575,1495
20200102,13:22:00,1495,1497.875,1494.775,1497.875
20200102,13:23:00,1497.875,1498.3,1497.875,1498.2
20200102,13:24:00,1498.2,1499.575,1498.2,1499.35
20200102,13:25:00,1499.35,1499.35,1498.5,1498.6
20200102,13:26:00,1498.6,1498.725,1497.8,1498.35
20200102,13:27:00,1498.35,1499.25,1498.1,1499.25
20200102,13:28:00,1499.25,1500.325,1499.2,1500.05
20200102,13:29:00,1500.05,1501.3,1500.05,1500.225
20200102,13:30:00,1500.225,1500.65,1499.25,1499.25
20200102,13:31:00,1499.25,1499.25,1498.25,1498.25
20200102,13:32:00,1498.25,1498.55,1498.225,1498.25
20200102,13:33:00,1498.25,1498.375,1498.15,1498.15
20200102,13:34:00,1498.15,1498.35,1497.175,1497.35
20200102,13:35:00,1497.35,1497.475,1496.75,1497.2
20200102,13:36:00,1497.2,1497.45,1496.825,1497.35
20200102,13:37:00,1497.35,1497.975,1497.35,1497.975
20200102,13:38:00,1497.975,1498.1,1497.475,1497.625
20200102,13:39:00,1497.625,1498.25,1497.4,1497.4
20200102,13:40:00,1497.4,1497.4,1496.9,1496.9
20200102,13:41:00,1496.9,1497.275,1496.85,1496.85
20200102,13:42:00,1496.85,1497.3,1496.825,1496.825
20200102,13:43:00,1496.825,1497.2,1496.75,1497.2
20200102,13:44:00,1497.2,1497.325,1497,1497.2
20200102,13:45:00,1497.2,1497.45,1496.85,1496.95
20200102,13:46:00,1496.95,1497,1495.2,1495.275
20200102,13:47:00,1495.275,1495.625,1494.175,1494.725
20200102,13:48:00,1494.725,1494.95,1494.075,1494.275
20200102,13:49:00,1494.275,1494.3,1494.2,1494.275
20200102,13:50:00,1494.275,1494.625,1492.35,1492.35
20200102,13:51:00,1492.35,1493.7,1491.65,1493.7
20200102,13:52:00,1493.7,1493.85,1493.325,1493.525
20200102,13:53:00,1493.525,1493.7,1493.075,1493.375
20200102,13:54:00,1493.375,1493.85,1493.375,1493.75
20200102,13:55:00,1493.75,1493.75,1493.35,1493.65
20200102,13:56:00,1493.65,1493.8,1493.65,1493.8
20200102,13:57:00,1493.8,1493.85,1493.75,1493.85
20200102,13:58:00,1493.85,1494.925,1493.85,1494.725
20200102,13:59:00,1494.725,1494.95,1494.675,1494.675
20200102,14:00:00,1494.675,1494.975,1494.675,1494.875
20200102,14:01:00,1494.875,1494.975,1494.825,1494.825
20200102,14:02:00,1494.825,1494.975,1494.8,1494.975
20200102,14:03:00,1494.975,1496.525,1494.6,1494.8
20200102,14:04:00,1494.8,1494.85,1494.625,1494.725
20200102,14:05:00,1494.725,1494.75,1494.4,1494.425
20200102,14:06:00,1494.425,1494.625,1494.2,1494.2
20200102,14:07:00,1494.2,1494.725,1494.075,1494.425
20200102,14:08:00,1494.425,1494.75,1494.425,1494.725
20200102,14:09:00,1494.725,1494.725,1494.425,1494.575
20200102,14:10:00,1494.575,1494.825,1494.575,1494.65
20200102,14:11:00,1494.65,1494.725,1494.225,1494.35
20200102,14:12:00,1494.35,1494.525,1493.775,1493.775
20200102,14:13:00,1493.775,1493.85,1493.425,1493.425
20200102,14:14:00,1493.425,1493.475,1492.9,1493.25
20200102,14:15:00,1493.25,1493.25,1492.075,1492.375
20200102,14:16:00,1492.375,1493.15,1492.075,1492.775
20200102,14:17:00,1492.775,1493.65,1492.55,1493.175
20200102,14:18:00,1493.175,1493.7,1493.175,1493.4
20200102,14:19:00,1493.4,1493.525,1493.2,1493.475
20200102,14:20:00,1493.475,1494.3,1493.325,1494.3
20200102,14:21:00,1494.3,1494.725,1493.725,1493.75
20200102,14:22:00,1493.75,1495.05,1493.725,1494.725
20200102,14:23:00,1494.725,1494.775,1493.95,1494.175
20200102,14:24:00,1494.175,1494.175,1492.85,1493.75
20200102,14:25:00,1493.75,1493.75,1493.125,1493.325
20200102,14:26:00,1493.325,1493.65,1493.15,1493.175
20200102,14:27:00,1493.175,1493.4,1492.925,1493.4
20200102,14:28:00,1493.4,1494.2,1493.375,1494.2
20200102,14:29:00,1494.2,1494.25,1494,1494.125
20200102,14:30:00,1494.125,1494.6,1494.05,1494.275
20200102,14:31:00,1494.275,1494.275,1493.9,1493.925
20200102,14:32:00,1493.925,1494.275,1493.9,1494.2
20200102,14:33:00,1494.2,1494.2,1493.875,1494.075
20200102,14:34:00,1494.075,1494.3,1494,1494.225
20200102,14:35:00,1494.225,1494.275,1493.725,1493.775
20200102,14:36:00,1493.775,1493.775,1493.525,1493.7
20200102,14:37:00,1493.7,1493.7,1493.025,1493.325
20200102,14:38:00,1493.325,1493.325,1492.775,1492.775
20200102,14:39:00,1492.775,1492.925,1492.725,1492.775
20200102,14:40:00,1492.775,1492.85,1492.375,1492.375
20200102,14:41:00,1492.375,1493.6,1492.375,1493.4
20200102,14:42:00,1493.4,1493.4,1493.1,1493.2
20200102,14:43:00,1493.2,1493.475,1493.1,1493.3
20200102,14:44:00,1493.3,1493.5,1493.075,1493.5
20200102,14:45:00,1493.5,1493.675,1493.4,1493.675
20200102,14:46:00,1493.675,1493.85,1493.45,1493.5
20200102,14:47:00,1493.5,1493.75,1493.5,1493.75
20200102,14:48:00,1493.75,1493.75,1493.4,1493.75
20200102,14:49:00,1493.75,1493.75,1493.15,1493.45
20200102,14:50:00,1493.45,1493.875,1493.175,1493.5
20200102,14:51:00,1493.5,1493.65,1493.45,1493.625
20200102,14:52:00,1493.625,1493.775,1493.525,1493.525
20200102,14:53:00,1493.525,1493.7,1493.45,1493.475
20200102,14:54:00,1493.475,1493.6,1493.2,1493.2
20200102,14:55:00,1493.2,1493.35,1493.025,1493.225
20200102,14:56:00,1493.225,1493.6,1492.775,1492.775
20200102,14:57:00,1492.775,1492.85,1492.7,1492.825
20200102,14:58:00,1492.825,1492.975,1492.75,1492.75
20200102,14:59:00,1492.75,1492.975,1492.625,1492.95
20200102,15:00:00,1492.95,1493.75,1492.875,1492.975
20200102,15:01:00,1492.975,1492.975,1492.75,1492.8
20200102,15:02:00,1492.8,1492.8,1492.325,1492.7
20200102,15:03:00,1492.7,1492.85,1492.675,1492.75
20200102,15:04:00,1492.75,1492.8,1492.625,1492.675
20200102,15:05:00,1492.675,1492.9,1492.625,1492.9
20200102,15:06:00,1492.9,1492.925,1491.35,1491.725
20200102,15:07:00,1491.725,1491.875,1491.25,1491.275
20200102,15:08:00,1491.275,1491.975,1491.275,1491.75
20200102,15:09:00,1491.75,1491.975,1491.525,1491.6
20200102,15:10:00,1491.6,1491.975,1491.55,1491.725
20200102,15:11:00,1491.725,1492.75,1491.725,1492.525
20200102,15:12:00,1492.525,1492.85,1492.35,1492.725
20200102,15:13:00,1492.725,1492.9,1492.575,1492.775
20200102,15:14:00,1492.775,1492.9,1492.625,1492.7
20200102,15:15:00,1492.7,1492.925,1492.3,1492.85
20200102,15:16:00,1492.85,1492.95,1492.55,1492.675
20200102,15:17:00,1492.675,1492.925,1492.625,1492.75
20200102,15:18:00,1492.75,1494.95,1492.75,1493.575
20200102,15:19:00,1493.575,1494.75,1493.575,1494.5
20200102,15:20:00,1494.5,1494.5,1492.55,1493.65
20200102,15:21:00,1493.65,1494.475,1493.45,1493.95
20200102,15:22:00,1493.95,1494.575,1493.325,1494.2
20200102,15:23:00,1494.2,1494.65,1493.775,1494.575
20200102,15:24:00,1494.575,1495.625,1494.1,1494.6
20200102,15:25:00,1494.6,1494.825,1493.475,1493.6
20200102,15:26:00,1493.6,1494,1492.875,1493.125
20200102,15:27:00,1493.125,1494.075,1493.05,1493.825
20200102,15:28:00,1493.825,1494.7,1493.625,1493.625
20200102,15:29:00,1493.625,1494.475,1493.425,1493.9
20200103,09:15:00,1491.5,1492.725,1484.2,1484.325
20200103,09:16:00,1484.325,1493.575,1483.875,1493.1
20200103,09:17:00,1493.1,1493.1,1488.175,1489.45
20200103,09:18:00,1489.45,1492.475,1489.45,1492.075
20200103,09:19:00,1492.075,1493.75,1491.9,1493.325
20200103,09:20:00,1493.325,1493.325,1490.4,1490.4
20200103,09:21:00,1490.4,1491.6,1488.625,1488.75
20200103,09:22:00,1488.75,1489.825,1488.55,1489.55
20200103,09:23:00,1489.55,1490.6,1488.85,1488.85
20200103,09:24:00,1488.85,1489.525,1485.8,1486.175
20200103,09:25:00,1486.175,1486.9,1485.6,1486.9
20200103,09:26:00,1486.9,1488.525,1486.9,1488.275
20200103,09:27:00,1488.275,1488.475,1487.4,1487.75
20200103,09:28:00,1487.75,1487.75,1486.4,1487.7
20200103,09:29:00,1487.7,1489.8,1487.075,1489.8
20200103,09:30:00,1489.8,1489.85,1488.55,1488.825
20200103,09:31:00,1488.825,1489.2,1487.775,1487.825
20200103,09:32:00,1487.825,1488.125,1483.25,1483.25
20200103,09:33:00,1483.25,1485.375,1483.225,1484.475
20200103,09:34:00,1484.475,1484.575,1481.05,1481.8
20200103,09:35:00,1481.8,1481.8,1479.675,1480.975
20200103,09:36:00,1480.975,1482.525,1480.725,1482.275
20200103,09:37:00,1482.275,1482.525,1481.45,1481.45
20200103,09:38:00,1481.45,1482.85,1481.15,1482.725
20200103,09:39:00,1482.725,1482.725,1481.25,1481.75
20200103,09:40:00,1481.75,1482.775,1481.4,1482.725
20200103,09:41:00,1482.725,1484.25,1482.725,1483.225
20200103,09:42:00,1483.225,1483.45,1482.1,1482.1
20200103,09:43:00,1482.1,1482.625,1482.05,1482.225
20200103,09:44:00,1482.225,1482.7,1481.675,1481.675
20200103,09:45:00,1481.675,1482.15,1481.15,1481.425
20200103,09:46:00,1481.425,1481.75,1480.35,1480.525
20200103,09:47:00,1480.525,1481.525,1480.475,1481.525
20200103,09:48:00,1481.525,1481.525,1480.975,1481.2
20200103,09:49:00,1481.2,1481.675,1481.15,1481.65
20200103,09:50:00,1481.65,1484.2,1481.65,1484.2
20200103,09:51:00,1484.2,1484.2,1482.875,1484.175
20200103,09:52:00,1484.175,1485.35,1483.875,1484.725
20200103,09:53:00,1484.725,1485.325,1484.65,1485.2
20200103,09:54:00,1485.2,1485.2,1483.3,1483.3
20200103,09:55:00,1483.3,1483.525,1482.675,1483.35
20200103,09:56:00,1483.35,1484.75,1483.125,1484.425
20200103,09:57:00,1484.425,1484.55,1483.125,1483.3
20200103,09:58:00,1483.3,1484.225,1483.075,1484.225
20200103,09:59:00,1484.225,1484.225,1482.4,1484.175
20200103,10:00:00,1484.175,1484.55,1484.05,1484.55
20200103,10:01:00,1484.55,1488.25,1484.55,1487.225
20200103,10:02:00,1487.225,1487.775,1486.9,1487.6
20200103,10:03:00,1487.6,1488.1,1487.5,1487.55
20200103,10:04:00,1487.55,1487.875,1485.925,1485.925
20200103,10:05:00,1485.925,1486.325,1485.575,1485.7
20200103,10:06:00,1485.7,1487.15,1484.95,1484.95
20200103,10:07:00,1484.95,1485.05,1483.5,1483.5
20200103,10:08:00,1483.5,1484.725,1483.15,1484.725
20200103,10:09:00,1484.725,1484.725,1483.925,1484.525
20200103,10:10:00,1484.525,1484.65,1482.8,1483.35
20200103,10:11:00,1483.35,1483.675,1483.175,1483.2
20200103,10:12:00,1483.2,1483.6,1482.975,1483.6
20200103,10:13:00,1483.6,1485.2,1483.6,1484.225
20200103,10:14:00,1484.225,1484.35,1483.75,1484.25
20200103,10:15:00,1484.25,1484.25,1483.775,1483.775
20200103,10:16:00,1483.775,1483.825,1483.75,1483.825
20200103,10:17:00,1483.825,1484.75,1483.8,1484.75
20200103,10:18:00,1484.75,1486.175,1484.25,1485.75
20200103,10:19:00,1485.75,1486.6,1485.6,1486.55
20200103,10:20:00,1486.55,1487.3,1486.125,1486.975
20200103,10:21:00,1486.975,1487.35,1486.425,1487.15
20200103,10:22:00,1487.15,1487.175,1486.575,1487.05
20200103,10:23:00,1487.05,1489.75,1487.05,1489.425
20200103,10:24:00,1489.425,1489.425,1487.7,1488.4
20200103,10:25:00,1488.4,1489.9,1488.225,1489.675
20200103,10:26:00,1489.675,1489.975,1489.075,1489.5
20200103,10:27:00,1489.5,1492.65,1489.375,1492.2
20200103,10:28:00,1492.2,1492.825,1491.55,1491.55
20200103,10:29:00,1491.55,1491.625,1490.7,1490.7
20200103,10:30:00,1490.7,1490.775,1490.3,1490.375
20200103,10:31:00,1490.375,1490.375,1489.325,1489.475
20200103,10:32:00,1489.475,1489.525,1487.6,1488
20200103,10:33:00,1488,1488.025,1487.375,1487.6
20200103,10:34:00,1487.6,1487.6,1486.4,1486.9
20200103,10:35:00,1486.9,1488.425,1486.9,1487.4
20200103,10:36:00,1487.4,1488.425,1487.4,1487.8
20200103,10:37:00,1487.8,1489.125,1487.8,1488.5
20200103,10:38:00,1488.5,1488.825,1488.25,1488.25
20200103,10:39:00,1488.25,1488.4,1487.575,1487.625
20200103,10:40:00,1487.625,1487.725,1486.325,1486.375
20200103,10:41:00,1486.375,1486.4,1485.425,1485.425
20200103,10:42:00,1485.425,1486.775,1485.425,1486.65
20200103,10:43:00,1486.65,1487.275,1486.525,1486.525
20200103,10:44:00,1486.525,1486.55,1486.25,1486.55
