DATE,TIME,OPEN,HIGH,LOW,CLOSE,SMA_5,WMA_5
20200102,10:13:00,1476.55,1476.775,1474.65,1474.975,1475.0349999999999,1475.4566666666665
20200102,10:14:00,1474.975,1476.025,1474.975,1475.85,1475.565,1475.7283333333332
20200102,10:15:00,1475.85,1477.825,1475.85,1477.725,1476.355,1476.4483333333333
20200102,10:16:00,1477.725,1477.975,1476.85,1476.975,1476.415,1476.6549999999997
20200102,10:17:00,1476.975,1477.025,1475.75,1476.375,1476.38,1476.6416666666667
20200102,10:18:00,1476.375,1476.975,1475.8,1476.375,1476.6600000000003,1476.6399999999999
20200102,10:19:00,1476.375,1477.425,1476.225,1477.4,1476.97,1476.8866666666665
20200102,10:20:00,1477.4,1478.775,1476.925,1478.7,1477.1650000000002,1477.4633333333334
20200102,10:21:00,1478.7,1479.825,1478.4,1478.925,1477.5549999999998,1478.05
20200102,10:22:00,1478.925,1480.75,1478.3,1480.5,1478.3799999999999,1479.0316666666668
20200102,10:23:00,1480.5,1480.775,1479.575,1480.45,1479.1950000000002,1479.7216666666668
20200102,10:24:00,1480.45,1482.85,1480.225,1482.275,1480.17,1480.7483333333332
20200102,10:25:00,1482.275,1482.95,1481.325,1481.575,1480.7450000000003,1481.2166666666667
20200102,10:26:00,1481.575,1481.575,1480.775,1480.775,1481.1150000000002,1481.2266666666667
20200102,10:27:00,1480.775,1481.225,1480.275,1481.225,1481.2600000000002,1481.2633333333333
20200102,10:28:00,1481.225,1481.9,1480.375,1481.75,1481.5200000000002,1481.4266666666667
20200102,10:29:00,1481.75,1483.25,1481.7,1482.85,1481.6350000000002,1481.87
20200102,10:30:00,1482.85,1484.225,1482.6,1483.525,1482.025,1482.5
20200102,10:31:00,1483.525,1483.725,1483.2,1483.2,1482.5100000000002,1482.8916666666667
20200102,10:32:00,1483.2,1483.85,1482.775,1483.25,1482.9150000000002,1483.1383333333333
20200102,10:33:00,1483.25,1486.55,1483.25,1486.4,1483.845,1484.3
20200102,10:34:00,1486.4,1487.2,1486.175,1486.575,1484.5900000000001,1485.21
20200102,10:35:00,1486.575,1486.575,1483.65,1484.3,1484.7450000000001,1485.1133333333335
20200102,10:36:00,1484.3,1484.625,1483.4,1483.4,1484.785,1484.6650000000002
20200102,10:37:00,1483.4,1483.85,1483.15,1483.825,1484.9,1484.3450000000003
20200102,10:38:00,1483.825,1485.075,1483.7,1485.075,1484.6350000000002,1484.4033333333332
20200102,10:39:00,1485.075,1488.575,1485.075,1487.975,1484.9150000000004,1485.5166666666667
20200102,10:40:00,1487.975,1489.25,1487.375,1487.375,1485.5300000000002,1486.3366666666668
20200102,10:41:00,1487.375,1489.375,1487.275,1488.7,1486.5900000000001,1487.3933333333334
20200102,10:42:00,1488.7,1488.9,1487.25,1487.25,1487.275,1487.6133333333335
20200102,10:43:00,1487.25,1487.6,1487.15,1487.2,1487.7000000000003,1487.5883333333334
20200102,10:44:00,1487.2,1488.3,1487.2,1487.7,1487.645,1487.5883333333334
20200102,10:45:00,1487.7,1488.975,1487.7,1488.175,1487.8049999999998,1487.7649999999999
20200102,10:46:00,1488.175,1488.6,1487.625,1487.975,1487.66,1487.8216666666667
20200102,10:47:00,1487.975,1487.975,1487.275,1487.65,1487.7400000000002,1487.8183333333334
20200102,10:48:00,1487.65,1488.275,1487.225,1488.275,1487.9550000000002,1487.9966666666664
20200102,10:49:00,1488.275,1492.15,1488.275,1491.825,1488.7800000000002,1489.2866666666669
20200102,10:50:00,1491.825,1492.15,1490.35,1491.3,1489.4050000000002,1490.1266666666668
20200102,10:51:00,1491.3,1492.45,1490.6,1490.6,1489.9299999999998,1490.525
20200102,10:52:00,1490.6,1490.75,1489.375,1489.65,1490.33,1490.4316666666666
20200102,10:53:00,1489.65,1491.475,1489.375,1491.35,1490.9450000000002,1490.7716666666665
20200102,10:54:00,1491.35,1491.35,1490.5,1490.65,1490.71,1490.6733333333332
20200102,10:55:00,1490.65,1490.75,1490.375,1490.6,1490.57,1490.6366666666665
20200102,10:56:00,1490.6,1491.925,1490.2,1491.925,1490.8349999999998,1491.0883333333334
20200102,10:57:00,1491.925,1491.925,1491.25,1491.625,1491.23,1491.3516666666665
20200102,10:58:00,1491.625,1492.8,1491.625,1492.35,1491.4299999999998,1491.725
20200102,10:59:00,1492.35,1492.8,1492.35,1492.65,1491.83,1492.1316666666667
20200102,11:00:00,1492.65,1492.9,1492.275,1492.325,1492.175,1492.2966666666664
20200102,11:01:00,1492.325,1492.35,1491.225,1491.475,1492.085,1492.0633333333333
20200102,11:02:00,1491.475,1491.475,1489.35,1490.65,1491.89,1491.585
20200102,11:03:00,1490.65,1490.65,1490.1,1490.375,1491.4950000000001,1491.0799999999997
20200102,11:04:00,1490.375,1490.5,1488.6,1488.65,1490.6950000000002,1490.1316666666667
20200102,11:05:00,1488.65,1488.875,1488.1,1488.5,1489.93,1489.4
20200102,11:06:00,1488.5,1488.575,1487.125,1487.575,1489.15,1488.615
20200102,11:07:00,1487.575,1487.65,1487.05,1487.175,1488.455,1487.9566666666665
20200102,11:08:00,1487.175,1487.175,1485.775,1486.25,1487.6299999999999,1487.2216666666668
20200102,11:09:00,1486.25,1486.65,1486.075,1486.525,1487.205,1486.8533333333332
20200102,11:10:00,1486.525,1486.9,1486.1,1486.75,1486.855,1486.7016666666668
20200102,11:11:00,1486.75,1487.35,1486.675,1487.25,1486.79,1486.8333333333333
20200102,11:12:00,1487.25,1487.25,1485.725,1485.8,1486.5149999999999,1486.5033333333333
20200102,11:13:00,1485.8,1485.875,1484.225,1484.625,1486.19,1485.8733333333332
20200102,11:14:00,1484.625,1484.75,1483.85,1484.325,1485.7500000000005,1485.2516666666668
20200102,11:15:00,1484.325,1484.6,1484.175,1484.55,1485.3100000000002,1484.8516666666667
20200102,11:16:00,1484.55,1484.975,1484.325,1484.925,1484.845,1484.7233333333336
20200102,11:17:00,1484.925,1484.975,1484.375,1484.6,1484.605,1484.6416666666667
20200102,11:18:00,1484.6,1484.975,1484.15,1484.95,1484.67,1484.7566666666667
20200102,11:19:00,1484.95,1484.975,1484.45,1484.65,1484.7350000000001,1484.75
20200102,11:20:00,1484.65,1484.85,1484.5,1484.65,1484.755,1484.7216666666668
20200102,11:21:00,1484.65,1484.725,1484.375,1484.575,1484.685,1484.6616666666669
20200102,11:22:00,1484.575,1484.625,1484.35,1484.6,1484.685,1484.6333333333334
20200102,11:23:00,1484.6,1484.75,1482.225,1483.2,1484.335,1484.1383333333333
20200102,11:24:00,1483.2,1484.3,1482.9,1484.3,1484.265,1484.1266666666666
20200102,11:25:00,1484.3,1484.775,1484.3,1484.675,1484.27,1484.2633333333333
20200102,11:26:00,1484.675,1484.725,1483.175,1483.675,1484.09,1484.0649999999998
20200102,11:27:00,1483.675,1484.8,1483.675,1484.15,1484.0,1484.085
20200102,11:28:00,1484.15,1484.75,1484.1,1484.75,1484.31,1484.335
20200102,11:29:00,1484.75,1484.8,1484.55,1484.8,1484.41,1484.4983333333332
20200102,11:30:00,1484.8,1484.925,1484.5,1484.5,1484.3749999999998,1484.5283333333332
20200102,11:31:00,1484.5,1484.7,1484.175,1484.175,1484.475,1484.4616666666666
20200102,11:32:00,1484.175,1484.7,1484.05,1484.7,1484.5849999999998,1484.5366666666666
20200102,11:33:00,1484.7,1485.8,1484.55,1485.75,1484.7849999999999,1484.925
20200102,11:34:00,1485.75,1488.275,1485.75,1488.275,1485.4799999999998,1486.0883333333334
20200102,11:35:00,1488.275,1489.35,1488.275,1488.95,1486.3699999999997,1487.2450000000001
20200102,11:36:00,1488.95,1489.35,1488.825,1489.25,1487.3849999999998,1488.2050000000002
20200102,11:37:00,1489.25,1489.475,1489.15,1489.225,1488.2899999999995,1488.8183333333334
20200102,11:38:00,1489.225,1489.275,1488.8,1488.85,1488.9099999999994,1489.0049999999999
20200102,11:39:00,1488.85,1488.9,1488.375,1488.4,1488.9349999999995,1488.835
20200102,11:40:00,1488.4,1488.7,1487.75,1487.75,1488.6949999999995,1488.4399999999998
20200102,11:41:00,1487.75,1488.175,1487.375,1488.125,1488.4699999999998,1488.25
20200102,11:42:00,1488.125,1488.175,1487.6,1488.1,1488.2449999999997,1488.1266666666668
20200102,11:43:00,1488.1,1489.125,1487.75,1488.875,1488.2499999999995,1488.3366666666666
20200102,11:44:00,1488.875,1488.9,1488.4,1488.625,1488.2949999999996,1488.4616666666666
20200102,11:45:00,1488.625,1488.75,1488.6,1488.75,1488.4949999999997,1488.6133333333335
20200102,11:46:00,1488.75,1488.775,1488.325,1488.6,1488.5899999999997,1488.6483333333333
20200102,11:47:00,1488.6,1488.6,1487.675,1487.675,1488.5049999999997,1488.3433333333335
20200102,11:48:00,1487.675,1487.925,1487.675,1487.675,1488.2649999999994,1488.0666666666666
20200102,11:49:00,1487.675,1487.75,1487.675,1487.75,1488.0899999999995,1487.895
20200102,11:50:00,1487.75,1487.775,1487.2,1487.4,1487.8199999999993,1487.665
20200102,11:51:00,1487.4,1488.7,1487.4,1487.825,1487.6649999999995,1487.6666666666667
20200102,11:52:00,1487.825,1487.825,1487.825,1487.825,1487.6949999999995,1487.72
20200102,11:53:00,1487.825,1487.825,1487.15,1487.375,1487.6349999999998,1487.6133333333335
20200102,11:54:00,1487.375,1487.775,1487.375,1487.775,1487.6399999999999,1487.66
20200102,11:55:00,1487.775,1487.775,1486.25,1486.725,1487.5049999999999,1487.355
20200102,11:56:00,1486.725,1487.3,1486.35,1486.4,1487.2199999999998,1486.986666666667
20200102,11:57:00,1486.4,1487.25,1486.35,1487.25,1487.1049999999998,1486.9966666666664
20200102,11:58:00,1487.25,1487.9,1487.025,1487.9,1487.2099999999998,1487.2616666666668
20200102,11:59:00,1487.9,1487.925,1487.5,1487.7,1487.1950000000002,1487.425
20200102,12:00:00,1487.7,1488.525,1487.7,1488.425,1487.5349999999999,1487.835
20200102,12:01:00,1488.425,1488.675,1487.45,1488.1,1487.875,1488.0233333333335
20200102,12:02:00,1488.1,1488.1,1487.225,1487.3,1487.8849999999998,1487.8316666666665
20200102,12:03:00,1487.3,1487.45,1486.675,1486.975,1487.7,1487.5283333333332
20200102,12:04:00,1486.975,1487.525,1486.65,1486.9,1487.54,1487.2616666666665
20200102,12:05:00,1486.9,1487.05,1486.6,1486.925,1487.24,1487.0566666666666
20200102,12:06:00,1486.925,1487.35,1486.65,1486.725,1486.9649999999997,1486.885
20200102,12:07:00,1486.725,1487.625,1486.725,1487.625,1487.0299999999997,1487.1049999999998
20200102,12:08:00,1487.625,1487.625,1487.125,1487.4,1487.1149999999998,1487.2283333333332
20200102,12:09:00,1487.4,1488.225,1487.375,1487.7,1487.275,1487.4233333333332
20200102,12:10:00,1487.7,1487.7,1487.1,1487.1,1487.31,1487.3650000000002
20200102,12:11:00,1487.1,1487.375,1487.1,1487.3,1487.425,1487.361666666667
20200102,12:12:00,1487.3,1487.575,1486.95,1487.575,1487.4150000000002,1487.4116666666666
20200102,12:13:00,1487.575,1487.95,1487.4,1487.95,1487.5250000000003,1487.59
20200102,12:14:00,1487.95,1488.175,1487.525,1487.8,1487.5450000000003,1487.6816666666666
20200102,12:15:00,1487.8,1488.175,1487.7,1488.05,1487.7350000000001,1487.85
20200102,12:16:00,1488.05,1488.15,1487.7,1487.7,1487.8150000000003,1487.8383333333334
20200102,12:17:00,1487.7,1488.625,1487.7,1488.35,1487.9700000000003,1488.0166666666667
20200102,12:18:00,1488.35,1488.65,1488.3,1488.6,1488.1000000000001,1488.2266666666667
20200102,12:19:00,1488.6,1488.65,1487.875,1488.175,1488.1750000000002,1488.2516666666668
20200102,12:20:00,1488.175,1488.625,1487.775,1487.85,1488.135,1488.1433333333332
20200102,12:21:00,1487.85,1487.85,1487.325,1487.325,1488.06,1487.8733333333332
20200102,12:22:00,1487.325,1487.45,1486.5,1486.5,1487.6899999999998,1487.3533333333332
20200102,12:23:00,1486.5,1486.775,1485.8,1485.975,1487.1649999999997,1486.7816666666665
20200102,12:24:00,1485.975,1487.625,1485.975,1487.6,1487.0499999999997,1486.9266666666667
20200102,12:25:00,1487.6,1487.875,1487.6,1487.85,1487.0499999999997,1487.1933333333334
20200102,12:26:00,1487.85,1487.85,1487.4,1487.8,1487.1449999999995,1487.4433333333334
20200102,12:27:00,1487.8,1488.275,1487.3,1487.7,1487.3849999999995,1487.6283333333333
20200102,12:28:00,1487.7,1487.825,1486.775,1486.775,1487.5449999999994,1487.425
20200102,12:29:00,1486.775,1487.725,1486.775,1487.55,1487.5349999999992,1487.4266666666667
20200102,12:30:00,1487.55,1487.725,1487.075,1487.675,1487.4999999999989,1487.4733333333336
20200102,12:31:00,1487.675,1487.675,1487.35,1487.525,1487.4449999999988,1487.4816666666666
20200102,12:32:00,1487.525,1487.8,1487.425,1487.575,1487.4199999999987,1487.525
20200102,12:33:00,1487.575,1487.675,1487.575,1487.675,1487.599999999999,1487.6100000000001
20200102,12:34:00,1487.675,1487.75,1487.4,1487.4,1487.5699999999988,1487.5433333333335
20200102,12:35:00,1487.4,1488.25,1487.4,1488.25,1487.684999999999,1487.7700000000002
20200102,12:36:00,1488.25,1488.425,1487.7,1488.2,1487.819999999999,1487.9416666666666
20200102,12:37:00,1488.2,1490.775,1488.2,1490.7,1488.4449999999993,1488.9016666666669
20200102,12:38:00,1490.7,1490.7,1490.225,1490.225,1488.954999999999,1489.495
20200102,12:39:00,1490.225,1496.65,1490.125,1495.8,1490.634999999999,1491.7766666666669
20200102,12:40:00,1495.8,1497.6,1494.675,1497.525,1492.489999999999,1494.0733333333333
20200102,12:41:00,1497.525,1497.75,1496.6,1497.425,1494.334999999999,1495.7183333333335
20200102,12:42:00,1497.425,1497.425,1496.4,1496.6,1495.514999999999,1496.4733333333336
20200102,12:43:00,1496.6,1496.875,1494.825,1494.875,1496.4449999999986,1496.26
20200102,12:44:00,1494.875,1495.175,1494.225,1494.625,1496.2099999999987,1495.6533333333332
20200102,12:45:00,1494.625,1495.15,1494.325,1495.15,1495.7349999999988,1495.3
20200102,12:46:00,1495.15,1496.425,1494.85,1494.85,1495.219999999999,1495.005
20200102,12:47:00,1494.85,1495.425,1494.85,1495.3,1494.9599999999987,1495.0316666666665
20200102,12:48:00,1495.3,1495.3,1494.175,1494.45,1494.8749999999989,1494.8616666666667
20200102,12:49:00,1494.45,1494.875,1494.175,1494.45,1494.839999999999,1494.72
20200102,12:50:00,1494.45,1494.6,1493.875,1494.25,1494.6599999999992,1494.5233333333333
20200102,12:51:00,1494.25,1494.4,1493.925,1493.975,1494.4849999999992,1494.2949999999998
20200102,12:52:00,1493.975,1494.425,1493.675,1493.8,1494.184999999999,1494.0666666666666
20200102,12:53:00,1493.8,1494.725,1493.775,1494.5,1494.1949999999993,1494.1716666666666
20200102,12:54:00,1494.5,1495.4,1494.225,1495.4,1494.3849999999993,1494.5733333333333
20200102,12:55:00,1495.4,1495.65,1494.65,1495.1,1494.5549999999992,1494.811666666667
20200102,12:56:00,1495.1,1495.325,1494.55,1494.55,1494.669999999999,1494.8100000000002
20200102,12:57:00,1494.55,1495.85,1494.55,1495.7,1495.049999999999,1495.1533333333332
20200102,12:58:00,1495.7,1495.9,1495.05,1495.3,1495.2099999999991,1495.2366666666667
20200102,12:59:00,1495.3,1495.35,1494.975,1494.975,1495.1249999999993,1495.1583333333333
20200102,13:00:00,1494.975,1495.725,1494.975,1495.3,1495.164999999999,1495.2166666666667
20200102,13:01:00,1495.3,1496.425,1495.3,1496.075,1495.4699999999991,1495.52
20200102,13:02:00,1496.075,1496.4,1495.75,1495.85,1495.499999999999,1495.6466666666668
20200102,13:03:00,1495.85,1495.85,1495.675,1495.75,1495.5899999999992,1495.7299999999998
20200102,13:04:00,1495.75,1495.75,1495.1,1495.1,1495.614999999999,1495.5666666666666
20200102,13:05:00,1495.1,1495.75,1495.075,1495.625,1495.679999999999,1495.57
20200102,13:06:00,1495.625,1495.9,1495.575,1495.725,1495.609999999999,1495.585
20200102,13:07:00,1495.725,1495.725,1495.35,1495.35,1495.5099999999989,1495.4983333333332
20200102,13:08:00,1495.35,1495.6,1494.925,1494.95,1495.349999999999,1495.3116666666667
20200102,13:09:00,1494.95,1494.95,1494.525,1494.85,1495.2999999999988,1495.145
20200102,13:10:00,1494.85,1494.85,1494.425,1494.425,1495.0599999999988,1494.8533333333332
20200102,13:11:00,1494.425,1494.475,1494.05,1494.05,1494.7249999999985,1494.5166666666667
20200102,13:12:00,1494.05,1494.3,1493.875,1493.875,1494.4299999999985,1494.2333333333333
20200102,13:13:00,1493.875,1494.45,1493.875,1494.025,1494.2449999999985,1494.0983333333331
20200102,13:14:00,1494.025,1494.725,1494.025,1494.475,1494.1699999999983,1494.175
20200102,13:15:00,1494.475,1494.95,1494.475,1494.95,1494.2749999999983,1494.4350000000002
20200102,13:16:00,1494.95,1494.95,1494.5,1494.5,1494.3649999999984,1494.5099999999998
20200102,13:17:00,1494.5,1494.975,1494.5,1494.875,1494.5649999999987,1494.68
20200102,13:18:00,1494.875,1494.9,1494.3,1494.425,1494.6449999999986,1494.6333333333334
20200102,13:19:00,1494.425,1494.45,1494.275,1494.4,1494.6299999999985,1494.5516666666667
20200102,13:20:00,1494.4,1495.1,1494.4,1494.7,1494.5799999999986,1494.575
20200102,13:21:00,1494.7,1495.3,1494.575,1495.0,1494.679999999999,1494.7150000000001
20200102,13:22:00,1495.0,1497.875,1494.775,1497.875,1495.2799999999988,1495.78
20200102,13:23:00,1497.875,1498.3,1497.875,1498.2,1496.034999999999,1496.7533333333333
20200102,13:24:00,1498.2,1499.575,1498.2,1499.35,1497.024999999999,1497.8583333333333
20200102,13:25:00,1499.35,1499.35,1498.5,1498.6,1497.804999999999,1498.3833333333334
20200102,13:26:00,1498.6,1498.725,1497.8,1498.35,1498.474999999999,1498.5649999999998
20200102,13:27:00,1498.35,1499.25,1498.1,1499.25,1498.7499999999989,1498.8233333333333
20200102,13:28:00,1499.25,1500.325,1499.2,1500.05,1499.1199999999988,1499.2566666666667
20200102,13:29:00,1500.05,1501.3,1500.05,1500.225,1499.2949999999987,1499.625
20200102,13:30:00,1500.225,1500.65,1499.25,1499.25,1499.4249999999986,1499.6100000000001
20200102,13:31:00,1499.25,1499.25,1498.25,1498.25,1499.4049999999984,1499.2183333333335
20200102,13:32:00,1498.25,1498.55,1498.225,1498.25,1499.2049999999986,1498.8333333333333
20200102,13:33:00,1498.25,1498.375,1498.15,1498.15,1498.8249999999985,1498.4816666666666
20200102,13:34:00,1498.15,1498.35,1497.175,1497.35,1498.2499999999982,1497.99
20200102,13:35:00,1497.35,1497.475,1496.75,1497.2,1497.8399999999983,1497.6399999999999
20200102,13:36:00,1497.2,1497.45,1496.825,1497.35,1497.6599999999985,1497.4766666666665
20200102,13:37:00,1497.35,1497.975,1497.35,1497.975,1497.6049999999984,1497.5816666666665
20200102,13:38:00,1497.975,1498.1,1497.475,1497.625,1497.4999999999986,1497.5883333333331
20200102,13:39:00,1497.625,1498.25,1497.4,1497.4,1497.5099999999984,1497.5549999999998
20200102,13:40:00,1497.4,1497.4,1496.9,1496.9,1497.4499999999985,1497.3516666666667
20200102,13:41:00,1496.9,1497.275,1496.85,1496.85,1497.349999999998,1497.1516666666669
20200102,13:42:00,1496.85,1497.3,1496.825,1496.825,1497.1199999999983,1496.9766666666667
20200102,13:43:00,1496.825,1497.2,1496.75,1497.2,1497.0349999999985,1497.0033333333333
20200102,13:44:00,1497.2,1497.325,1497.0,1497.2,1496.9949999999985,1497.0583333333334
20200102,13:45:00,1497.2,1497.45,1496.85,1496.95,1497.0049999999987,1497.0433333333335
20200102,13:46:00,1496.95,1497.0,1495.2,1495.275,1496.6899999999987,1496.4666666666667
20200102,13:47:00,1495.275,1495.625,1494.175,1494.725,1496.2699999999988,1495.811666666667
20200102,13:48:00,1494.725,1494.95,1494.075,1494.275,1495.684999999999,1495.1466666666668
20200102,13:49:00,1494.275,1494.3,1494.2,1494.275,1495.099999999999,1494.6766666666667
20200102,13:50:00,1494.275,1494.625,1492.35,1492.35,1494.179999999999,1493.76
20200102,13:51:00,1492.35,1493.7,1491.65,1493.7,1493.864999999999,1493.6
20200102,13:52:00,1493.7,1493.85,1493.325,1493.525,1493.6249999999989,1493.4866666666667
20200102,13:53:00,1493.525,1493.7,1493.075,1493.375,1493.444999999999,1493.4033333333334
20200102,13:54:00,1493.375,1493.85,1493.375,1493.75,1493.339999999999,1493.505
20200102,13:55:00,1493.75,1493.75,1493.35,1493.65,1493.599999999999,1493.6083333333333
20200102,13:56:00,1493.65,1493.8,1493.65,1493.8,1493.6199999999988,1493.675
20200102,13:57:00,1493.8,1493.85,1493.75,1493.85,1493.6849999999988,1493.7516666666668
20200102,13:58:00,1493.85,1494.925,1493.85,1494.725,1493.9549999999988,1494.0983333333331
20200102,13:59:00,1494.725,1494.95,1494.675,1494.675,1494.1399999999987,1494.3383333333331
20200102,14:00:00,1494.675,1494.975,1494.675,1494.875,1494.3849999999989,1494.5833333333333
20200102,14:01:00,1494.875,1494.975,1494.825,1494.825,1494.5899999999988,1494.7299999999998
20200102,14:02:00,1494.825,1494.975,1494.8,1494.975,1494.8149999999987,1494.8583333333333
20200102,14:03:00,1494.975,1496.525,1494.6,1494.8,1494.8299999999986,1494.8533333333335
20200102,14:04:00,1494.8,1494.85,1494.625,1494.725,1494.8399999999986,1494.8183333333332
20200102,14:05:00,1494.725,1494.75,1494.4,1494.425,1494.7499999999986,1494.6799999999998
20200102,14:06:00,1494.425,1494.625,1494.2,1494.2,1494.6249999999986,1494.4966666666667
20200102,14:07:00,1494.2,1494.725,1494.075,1494.425,1494.5149999999987,1494.43
20200102,14:08:00,1494.425,1494.75,1494.425,1494.725,1494.4999999999986,1494.5
20200102,14:09:00,1494.725,1494.725,1494.425,1494.575,1494.4699999999987,1494.525
20200102,14:10:00,1494.575,1494.825,1494.575,1494.65,1494.5149999999985,1494.5849999999998
20200102,14:11:00,1494.65,1494.725,1494.225,1494.35,1494.5449999999985,1494.53
20200102,14:12:00,1494.35,1494.525,1493.775,1493.775,1494.4149999999986,1494.2733333333333
20200102,14:13:00,1493.775,1493.85,1493.425,1493.425,1494.1549999999984,1493.9433333333334
20200102,14:14:00,1493.425,1493.475,1492.9,1493.25,1493.8899999999985,1493.6416666666667
20200102,14:15:00,1493.25,1493.25,1492.075,1492.375,1493.4349999999988,1493.1366666666665
20200102,14:16:00,1492.375,1493.15,1492.075,1492.775,1493.1199999999985,1492.9166666666667
